"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,79.8368886807422,100,151,1.00666666666667,1,31934.7554722969
2,70.0478372936923,76.561235493001,126,0.84,26,28019.1349174769
3,69.9292724777898,76.560833416649,126,0.84,26,27971.7089911159
4,69.932392021249,76.5492665321056,126,0.84,26,27972.9568084996
5,69.9287759485677,76.5584054635126,126,0.84,26,27971.5103794271
6,69.9327353711708,76.551508468409,126,0.84,26,27973.0941484683
7,69.9281649688653,76.5511838936067,126,0.84,26,27971.2659875461
8,69.9342569022397,76.5590823610844,126,0.84,26,27973.7027608959
9,69.930336915238,76.542217239448,126,0.84,26,27972.1347660952
10,69.9297424356101,76.5452912332034,126,0.84,26,27971.896974244
11,7.65192448511196,7.65192448511196,0,0,NA,3060.76979404478
