"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,81.3193734804869,85,151,1.00666666666667,1,32527.7493921947
2,30.9176156558551,31.868902201314,0,0,NA,12367.046262342
3,25.5883609270593,26.9875500766721,0,0,NA,10235.3443708237
4,25.0132385957646,26.5179913732255,0,0,NA,10005.2954383058
5,24.9555160607845,26.4655796349436,0,0,NA,9982.2064243138
6,24.9498241995542,26.4602554712556,0,0,NA,9979.92967982167
7,24.9492654322217,26.4597317311921,0,0,NA,9979.70617288869
8,24.9492114806896,26.4596898212915,0,0,NA,9979.68459227584
9,24.9492045282449,26.4596775258557,0,0,NA,9979.68181129797
10,24.949202745306,26.4596770047067,0,0,NA,9979.68109812242
11,2.6458210540292,2.6458210540292,0,0,NA,1058.32842161168
