"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,82.2515960428522,100,151,1.00666666666667,1,32900.6384171409
2,74.5821825863553,80.3577196636639,132,0.88,20,29832.8730345421
3,74.5345396379031,80.3674261900123,132,0.88,20,29813.8158551612
4,74.5391516988408,80.3700328966511,132,0.88,20,29815.6606795363
5,74.5327036037879,80.3751712741737,132,0.88,20,29813.0814415152
6,74.5382563568287,80.3594119169288,132,0.88,20,29815.3025427315
7,74.5337763621479,80.3788460842268,132,0.88,20,29813.5105448592
8,74.5369987585214,80.3689639715163,132,0.88,20,29814.7995034086
9,74.5313476545397,80.3646899350346,132,0.88,20,29812.5390618159
10,74.5334567011135,80.3682298276205,132,0.88,20,29813.3826804454
11,8.03398878277719,8.03398878277719,0,0,NA,3213.59551311088
