"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,79.8144411168645,100,138,0.92,1,31925.7764467458
2,30.9774063977491,31.9264509376474,0,0,NA,12390.9625590997
3,25.5949759808598,26.9929831411844,0,0,NA,10237.9903923439
4,25.0139100842153,26.5185861902041,0,0,NA,10005.5640336861
5,24.9555812511221,26.4656384415149,0,0,NA,9982.23250044884
6,24.949829353811,26.4602599709171,0,0,NA,9979.93174152441
7,24.9492654639256,26.4597306224258,0,0,NA,9979.70618557025
8,24.9492101369352,26.4596810362521,0,0,NA,9979.68405477406
9,24.9492048957907,26.4596788567926,0,0,NA,9979.6819583163
10,24.9491996436857,26.4596723697183,0,0,NA,9979.67985747426
11,2.64582047346784,2.64582047346784,0,0,NA,1058.32818938714
