"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,78.517008986335,80.8519651615497,138,0.92,1,31406.803594534
2,70.712210013853,76.3451289175949,129,0.86,23,28284.8840055412
3,70.4863449581814,76.2529510333762,129,0.86,23,28194.5379832726
4,70.4840612807539,76.252155194017,129,0.86,23,28193.6245123016
5,70.4835670631354,76.2746251060603,129,0.86,23,28193.4268252542
6,70.4811845419261,76.2643342074332,129,0.86,23,28192.4738167704
7,70.4793121592871,76.2526627976248,129,0.86,23,28191.7248637148
8,70.479954170009,76.2571740962667,129,0.86,23,28191.9816680036
9,70.4804117203172,76.2445306707859,129,0.86,23,28192.1646881269
10,70.4752271993062,76.2501219814687,129,0.86,23,28190.0908797225
11,7.62362997544162,7.62362997544162,0,0,NA,3049.45199017665
