"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,82.5294047117429,85,151,1.00666666666667,1,33011.7618846972
2,76.7199132415456,82.3401564465668,134,0.893333333333333,18,30687.9652966183
3,76.7083670607382,82.3358082354284,134,0.893333333333333,18,30683.3468242953
4,76.7148902203242,82.3536959687474,134,0.893333333333333,18,30685.9560881297
5,76.7084787010939,82.3480002579797,134,0.893333333333333,18,30683.3914804376
6,76.7113254990694,82.3439161725972,134,0.893333333333333,18,30684.5301996277
7,76.7150265440544,82.3444834329044,134,0.893333333333333,18,30686.0106176218
8,76.7179972702701,82.3420255932355,134,0.893333333333333,18,30687.1989081081
9,76.7142971376085,82.3404514746929,134,0.893333333333333,18,30685.7188550434
10,76.7160786910881,82.3506962545985,134,0.893333333333333,18,30686.4314764352
11,8.23283469763848,8.23283469763848,0,0,NA,3293.13387905539
