"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,79.5747623020225,82.4664867597926,137,0.913333333333333,15,31829.904920809
2,76.8149917523691,82.4481268312978,134,0.893333333333333,18,30725.9967009476
3,76.8176556843139,82.4424269497156,134,0.893333333333333,18,30727.0622737256
4,76.821763826362,82.4510031744994,134,0.893333333333333,18,30728.7055305448
5,76.8186228926097,82.4509338059831,134,0.893333333333333,18,30727.4491570439
6,76.8147865059981,82.4488983510433,134,0.893333333333333,18,30725.9146023992
7,76.8164611632476,82.4572795915194,134,0.893333333333333,18,30726.584465299
8,76.8200103497415,82.443073516635,134,0.893333333333333,18,30728.0041398966
9,76.8228549326242,82.4663283932942,134,0.893333333333333,18,30729.1419730497
10,76.8134945373728,82.451566551015,134,0.893333333333333,18,30725.3978149491
11,8.23878961795011,8.23878961795011,0,0,NA,3295.51584718004
