"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,60.6611842105263,44,0.586666666666667,31
2,66.7565789473684,46,0.613333333333333,23
3,75.9309210526316,63,0.84,14
4,74.5756578947368,61,0.813333333333333,16
5,74.7138157894737,60,0.8,17
6,73.3421052631579,58,0.773333333333333,19
7,74.2039473684211,59,0.786666666666667,18
8,73.9506578947368,59,0.786666666666667,18
9,72.2960526315789,59,0.786666666666667,15
10,76.5032894736842,61,0.813333333333333,16
11,2.25,0,0,NA
