"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,31.5773684210526,0,0,NA
2,66.1521052631579,52,0.693333333333333,25
3,71.8078947368421,58,0.773333333333333,19
4,71.0110526315789,57,0.76,20
5,73.0757894736842,59,0.786666666666667,18
6,72.0957894736842,58,0.773333333333333,19
7,72.2852631578947,57,0.76,20
8,72.2815789473684,59,0.786666666666667,18
9,73.2652631578947,59,0.786666666666667,18
10,74.1389473684211,60,0.8,17
11,5.56,0,0,NA
