"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,17.9286746577387,99,74.6012023739491,81.6830550321244,7171.46986309549,29840.4809495796,16,0.106666666666667,1,119,0.793333333333333,33
2,0.00136774794965174,0.00954786770580812,77.7319957159588,81.7084133192479,0.547099179860697,31092.7982863835,0,0,NA,138,0.92,14
3,9.27948015078227e-08,6.47774080366934e-07,77.733646855483,81.7100657667094,3.71179206031291e-05,31093.4587421932,0,0,NA,138,0.92,14
4,6.29566373333343e-12,4.39482409966805e-11,77.7331749657939,81.7072071748597,2.51826549333337e-09,31093.2699863175,0,0,NA,138,0.92,14
5,4.27133972041035e-16,2.98170361103055e-15,77.7354885767223,81.7086460922129,1.70853588816414e-13,31094.1954306889,0,0,NA,138,0.92,14
6,2.89789618526565e-20,2.02293920720543e-19,77.7345822613575,81.7109263845678,1.15915847410626e-17,31093.832904543,0,0,NA,138,0.92,14
7,1.96608740930699e-24,1.372470324001e-23,77.7349223119775,81.7083329207354,7.86434963722796e-22,31093.968924791,0,0,NA,138,0.92,14
8,1.33388553860422e-28,9.31147207907371e-28,77.7327934419439,81.7065341562876,5.33554215441687e-26,31093.1173767776,0,0,NA,138,0.92,14
9,9.04973115296067e-33,6.31735964082587e-32,77.7342328034888,81.7073269878088,3.61989246118427e-30,31093.6931213955,0,0,NA,138,0.92,14
10,6.13981568525005e-37,4.28603245245107e-36,77.7332912448787,81.7086952022742,2.45592627410002e-34,31093.3164979515,0,0,NA,138,0.92,14
11,2.16346234650477e-40,2.16346234650477e-40,8.16941851192517,8.16941851192517,8.65384938601907e-38,3267.76740477007,0,0,NA,0,0,NA
