"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,85.078199537666,99,2.17516673186315,3.11680562671947,34031.2798150664,870.066692745262,151,1.00666666666667,1,0,0,NA
2,74.1483768400468,79.7796077760371,2.85397036631922,3.31516420911478,29659.3507360187,1141.58814652769,136,0.906666666666667,16,0,0,NA
3,73.1934344704431,79.5031921110094,3.17138828930924,4.07016944507441,29277.3737881772,1268.5553157237,135,0.9,17,0,0,NA
4,69.709108279243,78.4901106603291,4.24947964582129,6.58449158641892,27883.6433116972,1699.79185832852,110,0.733333333333333,17,0,0,NA
5,24.2031170438497,71.6264966319702,22.359974058355,57.9237223315408,9681.24681753988,8943.98962334201,11,0.0733333333333333,21,0,0,NA
6,0.0107482761807722,0.0696355808622897,68.0812812528022,74.9332604678205,4.29931047230888,27232.5125011209,0,0,NA,111,0.74,41
7,1.37503217314522e-06,9.1653756288401e-06,70.6486431414273,74.9296356357117,0.000550012869258089,28259.4572565709,0,0,NA,132,0.88,20
8,1.71936785682838e-10,1.14606112863783e-09,70.6494168691229,74.9352729350839,6.87747142731351e-08,28259.7667476492,0,0,NA,132,0.88,20
9,2.14983072213493e-14,1.4329816533506e-13,70.6495194236243,74.9331655507742,8.59932288853974e-12,28259.8077694497,0,0,NA,132,0.88,20
10,2.68805226269135e-18,1.79173653051423e-17,70.6492359746145,74.9310358694924,1.07522090507654e-15,28259.6943898458,0,0,NA,132,0.88,20
11,1.00212246356381e-21,1.00212246356381e-21,7.49242336220859,7.49242336220859,4.00848985425525e-19,2996.96934488344,0,0,NA,0,0,NA
