"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,29.5073108197591,75.9221538405932,28.7805956339194,70.9983628166894,11802.9243279036,11512.2382535678,24,0.16,26,4,0.0266666666666667,148
2,0.0148876253963923,0.0990026898382833,75.9935324048038,81.7076861355117,5.95505015855691,30397.4129619215,0,0,NA,134,0.893333333333333,18
3,1.68202495499825e-06,1.1070347192184e-05,77.7330210059107,81.706029405569,0.000672809981999302,31093.2084023643,0,0,NA,138,0.92,14
4,1.88082726324727e-10,1.23787857267251e-09,77.732509093515,81.7088820798408,7.52330905298908e-08,31093.003637406,0,0,NA,138,0.92,14
5,2.10308647923489e-14,1.38415627518755e-13,77.7327907536039,81.705649142151,8.41234591693958e-12,31093.1163014416,0,0,NA,138,0.92,14
6,2.35165823469906e-18,1.54775954521587e-17,77.73283300921,81.7085314815936,9.40663293879623e-16,31093.133203684,0,0,NA,138,0.92,14
7,2.62964960113757e-22,1.73072439799553e-21,77.7316282986207,81.7075408125106,1.05185984045503e-19,31092.6513194483,0,0,NA,138,0.92,14
8,2.94057840028708e-26,1.93537077784145e-25,77.7319575893893,81.7061911633127,1.17623136011483e-23,31092.7830357557,0,0,NA,138,0.92,14
9,3.28821583133814e-30,2.16416595853688e-29,77.7338040904187,81.7156490176942,1.31528633253526e-27,31093.5216361675,0,0,NA,138,0.92,14
10,3.67701967187061e-34,2.42006739335324e-33,77.7340106779068,81.7105629571001,1.47080786874824e-31,31093.6042711627,0,0,NA,138,0.92,14
11,1.35354948408608e-37,1.35354948408608e-37,8.16980775541808,8.16980775541808,5.41419793634431e-35,3267.92310216723,0,0,NA,0,0,NA
