"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,58.8152641326446,81.8580099328735,84,0.56,68,23526.1056530578
2,76.4494728092222,82.0231775072578,134,0.893333333333333,18,30579.7891236889
3,76.455367066792,82.0293038928259,134,0.893333333333333,18,30582.1468267168
4,76.4548739958283,82.0329409984437,134,0.893333333333333,18,30581.9495983313
5,76.4543561896133,82.0242131484059,134,0.893333333333333,18,30581.7424758453
6,76.4569080711833,82.0263160878368,134,0.893333333333333,18,30582.7632284733
7,76.4520298706401,82.0200519581727,134,0.893333333333333,18,30580.811948256
8,76.4581587548141,82.0249955795161,134,0.893333333333333,18,30583.2635019256
9,76.4635377670186,82.0338213334183,134,0.893333333333333,18,30585.4151068074
10,76.4530661895315,82.0226666493869,134,0.893333333333333,18,30581.2264758126
11,8.20023249925114,8.20023249925114,0,0,NA,3280.09299970046
