"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,33.7631578947368,0,0,NA
2,62.9013157894737,28,0.373333333333333,47
3,73.75,59,0.786666666666667,18
4,74.2828947368421,58,0.773333333333333,19
5,76.8519736842105,62,0.826666666666667,15
6,75.4506578947368,59,0.786666666666667,18
7,77.0427631578947,61,0.813333333333333,16
8,78.1381578947368,62,0.826666666666667,15
9,74.1513157894737,57,0.76,20
10,71.9638157894737,57,0.76,20
11,3.25,0,0,NA
