"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,0.399255537128446,2.07672911432087,58.0063141353114,64.2614793408104,159.702214851378,23202.5256541246,0,0,NA,0,0,NA
2,7.77069642255163e-05,0.000506082562564849,59.7122501632833,64.263289818798,0.0310827856902065,23884.9000653133,0,0,NA,0,0,NA
3,1.21133152244841e-08,7.88908082579636e-08,59.7118309227564,64.2624871371814,4.84532608979363e-06,23884.7323691026,0,0,NA,0,0,NA
4,1.88823695449166e-12,1.22975417671362e-11,59.7122711086137,64.2625581851095,7.55294781796664e-10,23884.9084434455,0,0,NA,0,0,NA
5,2.94345263273465e-16,1.9169908953539e-15,59.7124657927123,64.2639089408336,1.17738105309386e-13,23884.9863170849,0,0,NA,0,0,NA
6,4.58824422956636e-20,2.98818760262623e-19,59.7121303270403,64.2627230289839,1.83529769182654e-17,23884.8521308161,0,0,NA,0,0,NA
7,7.15214370334704e-24,4.65798215674466e-23,59.7124108963119,64.2624019330924,2.86085748133882e-21,23884.9643585247,0,0,NA,0,0,NA
8,1.1149012078921e-27,7.26104886861083e-27,59.7126769024937,64.2636348485064,4.45960483156839e-25,23885.0707609975,0,0,NA,0,0,NA
9,1.73796920436248e-31,1.13189362541218e-30,59.7121706315479,64.2631321862523,6.95187681744992e-29,23884.8682526192,0,0,NA,0,0,NA
10,2.70919813870688e-35,1.76442530673139e-34,59.7118354424223,64.2631501410766,1.08367925548275e-32,23884.7341769689,0,0,NA,0,0,NA
11,1.038786456963e-38,1.038786456963e-38,6.42613014959601,6.42613014959601,4.15514582785198e-36,2570.4520598384,0,0,NA,0,0,NA
