"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,44.3873838160559,79.7791519625087,8.84356337343757,12.0037153319672,17754.9535264224,3537.42534937503,28,0.186666666666667,124,0,0,NA
2,82.0429623314463,86.6453661528779,4.28690439837663,5.21798899195739,32817.1849325785,1714.76175935065,139,0.926666666666667,13,0,0,NA
3,82.6950572766791,86.9500703207026,2.65188015504909,4.11214948643308,33078.0229106716,1060.75206201964,140,0.933333333333333,12,0,0,NA
4,82.738446662082,86.9748983239093,2.27815361758303,3.7264893693247,33095.3786648328,911.261447033211,140,0.933333333333333,12,0,0,NA
5,82.7546083264435,86.9826055397001,2.13497742563345,3.56760073943463,33101.8433305774,853.990970253379,140,0.933333333333333,12,0,0,NA
6,82.7627649617815,86.9887324565384,2.07017381105545,3.49533065729621,33105.1059847126,828.06952442218,140,0.933333333333333,12,0,0,NA
7,82.7683225261894,87.0131361990402,2.04184521966974,3.45703837368253,33107.3290104758,816.738087867897,140,0.933333333333333,12,0,0,NA
8,82.7712190789072,87.0029835908115,2.0268424282599,3.44407395013487,33108.4876315629,810.736971303958,140,0.933333333333333,12,0,0,NA
9,82.772055229971,87.0063025181964,2.01827725238459,3.42820272022771,33108.8220919884,807.310900953835,140,0.933333333333333,12,0,0,NA
10,82.7738948143105,86.9962329436416,2.01261988880879,3.42298002982061,33109.5579257242,805.047955523514,140,0.933333333333333,12,0,0,NA
11,8.66472429261106,8.66472429261106,0.342298002982061,0.342298002982061,3465.88971704442,136.919201192824,0,0,NA,0,0,NA
