"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,39.0323185077528,74.0543225383399,63.5589412024969,75,15612.9274031011,25423.5764809988,10,0.0666666666666667,142,33,0.22,1
2,75.2964582065014,82.2205046472416,41.898891341234,50.2281204047116,30118.5832826006,16759.5565364936,139,0.926666666666667,13,0,0,NA
3,74.8713101473141,87.5085104097175,41.111112014617,55.2640036290011,29948.5240589256,16444.4448058468,119,0.793333333333333,12,0,0,NA
4,73.8282919206274,86.460809736684,43.2794436668266,53.4010015729031,29531.316768251,17311.7774667307,120,0.8,14,0,0,NA
5,74.062842413668,86.9369558623551,42.5053453627972,54.4784956982877,29625.1369654672,17002.1381451189,119,0.793333333333333,13,0,0,NA
6,73.7965523574542,86.6852830821289,42.9973414944591,54.0670081564463,29518.6209429817,17198.9365977836,119,0.793333333333333,13,0,0,NA
7,73.8454428840991,86.7788669176081,42.8261612312613,54.3261450623509,29538.1771536397,17130.4644925045,119,0.793333333333333,13,0,0,NA
8,73.8488194353849,86.698820564138,42.9282050627378,54.0860125849921,29539.527774154,17171.2820250951,119,0.793333333333333,13,0,0,NA
9,73.8469824663758,86.7809453408625,42.8351656895347,54.2986189082267,29538.7929865503,17134.0662758139,119,0.793333333333333,13,0,0,NA
10,73.8293858981729,86.7285745546929,42.9196365758538,54.1572424762203,29531.7543592692,17167.8546303415,119,0.793333333333333,13,0,0,NA
11,4.48907117321819,4.48907117321819,5.41572424762203,5.41572424762203,1795.62846928728,2166.28969904881,0,0,NA,0,0,NA
