"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,84.4277296200205,87.4165746920769,44.1469561502253,50,33771.0918480082,17658.7824600901,140,0.933333333333333,12,0,0,NA
2,14.8363592676697,72.00411676273,60.7780620917018,74.8917920040737,5934.54370706789,24311.2248366807,5,0.0333333333333333,14,91,0.606666666666667,61
3,0.00686309667770852,0.0441126193689291,70.6439675381876,74.9342218580952,2.74523867108341,28257.5870152751,0,0,NA,132,0.88,20
4,2.47161869173084e-06,1.58837519875959e-05,70.6497196305938,74.932526054712,0.000988647476692335,28259.8878522375,0,0,NA,132,0.88,20
5,8.90091958048686e-10,5.7202628966625e-09,70.6500747308894,74.9363532958713,3.56036783219474e-07,28260.0298923557,0,0,NA,132,0.88,20
6,3.20518936226761e-13,2.0598146879849e-12,70.6508651399346,74.9330892851517,1.28207574490704e-10,28260.3460559738,0,0,NA,132,0.88,20
7,1.15428039159727e-16,7.41809912911088e-16,70.6492578821201,74.9331903636157,4.61712156638906e-14,28259.7031528481,0,0,NA,132,0.88,20
8,4.15725929850993e-20,2.67173320149705e-19,70.6490770953445,74.9312019759746,1.66290371940397e-17,28259.6308381378,0,0,NA,132,0.88,20
9,1.49716954318401e-23,9.62169302888771e-23,70.6503170792124,74.9360513014623,5.98867817273606e-21,28260.126831685,0,0,NA,132,0.88,20
10,5.39182961001084e-27,3.46511538253177e-26,70.6494062526717,74.9343187529607,2.15673184400434e-24,28259.7625010687,0,0,NA,132,0.88,20
11,2.26044288014103e-30,2.26044288014103e-30,7.49273708070174,7.49273708070174,9.04177152056411e-28,2997.0948322807,0,0,NA,0,0,NA
