"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,0.950964348790972,5.85147914961393,71.3024117255548,81.7022279733769,380.385739516389,28520.9646902219,0,0,NA,122,0.813333333333333,30
2,0.000128479761449978,0.000845598134242804,77.7332884102984,81.7100968280083,0.0513919045799911,31093.3153641194,0,0,NA,138,0.92,14
3,1.43660250496569e-08,9.45504748362457e-08,77.7346757635083,81.7082905337956,5.74641001986276e-06,31093.8703054033,0,0,NA,138,0.92,14
4,1.60632785971952e-12,1.05720937671546e-11,77.7341732255514,81.7074589045236,6.42531143887807e-10,31093.6692902206,0,0,NA,138,0.92,14
5,1.79629290679989e-16,1.18225211135518e-15,77.7336400187552,81.706923208367,7.18517162719956e-14,31093.4560075021,0,0,NA,138,0.92,14
6,2.00864187735161e-20,1.32200248530321e-19,77.7321583892069,81.7059638703713,8.03456750940643e-18,31092.8633556827,0,0,NA,138,0.92,14
7,2.24604491851673e-24,1.47824823368115e-23,77.7332375278975,81.7067763736113,8.98417967406691e-22,31093.295011159,0,0,NA,138,0.92,14
8,2.51154518557119e-28,1.6529926999022e-27,77.7336822726313,81.7061229985829,1.00461807422847e-25,31093.4729090525,0,0,NA,138,0.92,14
9,2.80841459165014e-32,1.84837756200067e-31,77.7318048691149,81.708613474252,1.12336583666005e-29,31092.721947646,0,0,NA,138,0.92,14
10,3.14036314403544e-36,2.06685113709727e-35,77.7316949731497,81.7043356089594,1.25614525761418e-33,31092.6779892599,0,0,NA,138,0.92,14
11,1.15599479478672e-39,1.15599479478672e-39,8.16978725445076,8.16978725445076,4.6239791791469e-37,3267.9149017803,0,0,NA,0,0,NA
