"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,80.5483063842842,100,139,0.926666666666667,1,32219.3225537137
2,77.0090845487633,82.6015408460151,134,0.893333333333333,18,30803.6338195053
3,77.0083083470058,82.5981001585939,134,0.893333333333333,18,30803.3233388023
4,77.0056343279863,82.5959418920655,134,0.893333333333333,18,30802.2537311945
5,77.0094286832564,82.6095132515035,134,0.893333333333333,18,30803.7714733025
6,77.0093785651535,82.6039243387313,134,0.893333333333333,18,30803.7514260614
7,77.0127412751559,82.6007390023502,134,0.893333333333333,18,30805.0965100624
8,77.0039237647483,82.5951777390204,134,0.893333333333333,18,30801.5695058993
9,77.0100683260283,82.6052589116307,134,0.893333333333333,18,30804.0273304113
10,77.0060682740818,82.5891958102401,134,0.893333333333333,18,30802.4273096327
11,8.25695366650004,8.25695366650004,0,0,NA,3302.78146660001
