"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,77.7730109410568,78.7152209199594,33.1287590650974,99,31109.2043764227,13251.503626039,144,0.96,1,9,0.06,1
2,3.05644940771201,17.543782533277,53.6137107021109,64.250735964709,1222.5797630848,21445.4842808444,0,0,NA,0,0,NA
3,0.000265281537648704,0.00178337533749855,59.7111925876991,64.2622524846891,0.106112615059481,23884.4770350797,0,0,NA,0,0,NA
4,2.04791439729428e-08,1.37672013301044e-07,59.7121858288694,64.2628705893379,8.19165758917712e-06,23884.8743315478,0,0,NA,0,0,NA
5,1.58093908215014e-12,1.06279388623542e-11,59.7125423970538,64.264314780863,6.32375632860057e-10,23885.0169588215,0,0,NA,0,0,NA
6,1.22043484884525e-16,8.2044234863237e-16,59.7117744466191,64.2623200312547,4.881739395381e-14,23884.7097786476,0,0,NA,0,0,NA
7,9.421570635372e-21,6.3337055756545e-20,59.7118649006655,64.2631107503072,3.7686282541488e-18,23884.7459602662,0,0,NA,0,0,NA
8,7.27324932678671e-25,4.88947819281811e-24,59.7118889831225,64.2633468899797,2.90929973071469e-22,23884.755593249,0,0,NA,0,0,NA
9,5.6147935599886e-29,3.77457370715111e-28,59.7122939307319,64.2634725787818,2.24591742399544e-26,23884.9175722928,0,0,NA,0,0,NA
10,4.33446953606348e-33,2.91386687752611e-32,59.7124891085802,64.2637073426812,1.73378781442539e-30,23884.9956434321,0,0,NA,0,0,NA
11,1.54824582854031e-36,1.54824582854031e-36,6.42622060863092,6.42622060863092,6.19298331416123e-34,2570.48824345237,0,0,NA,0,0,NA
