"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,4.14350877192982,0,0,NA
2,22.5118128654971,0,0,NA
3,51.9226315789474,15,0.2,60
4,68.5936257309941,54,0.72,20
5,73.0212865497076,60,0.8,17
6,73.2811111111111,60,0.8,17
7,73.1554970760234,60,0.8,17
8,73.703567251462,60,0.8,17
9,72.8361403508772,59,0.786666666666667,18
10,73.0440935672515,60,0.8,17
11,8.06666666666667,0,0,NA
