"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,82.6782820375001,100,151,1.00666666666667,1,33071.312815
2,76.1735664215822,81.8770970628858,133,0.886666666666667,19,30469.4265686329
3,76.1523866267235,81.8597566043159,133,0.886666666666667,19,30460.9546506894
4,76.1516757720936,81.8648347263186,133,0.886666666666667,19,30460.6703088374
5,76.1535689658602,81.8638931243769,133,0.886666666666667,19,30461.4275863441
6,76.1567350190359,81.8647774244878,133,0.886666666666667,19,30462.6940076144
7,76.1548032773098,81.8614213181002,133,0.886666666666667,19,30461.9213109239
8,76.1479252578472,81.8609679288549,133,0.886666666666667,19,30459.1701031389
9,76.1569192151888,81.8664027664,133,0.886666666666667,19,30462.7676860755
10,76.1581493867448,81.8652489697299,133,0.886666666666667,19,30463.2597546979
11,8.18538108593461,8.18538108593461,0,0,NA,3274.15243437384
