area,shape,HtoW,height,width,days,years,TOTALN,TOTALP,lossSAV,lossFP,minthresholdtomoveSAV,maxthresholdtomoveSAV,maxamounttomoveSAV,minthresholdtomoveFP,maxthresholdtomoveFP,maxamounttomoveFP,numbFPspecies,initialSAVcells,initial01cells,initial02cells,initial03cells,initial04cells,initialSAVtotmass,initial01totmass,initial02totmass,initial03totmass,initial04totmass,maxSAVrgr,maxrgr01,maxrgr02,maxrgr03,maxrgr04,overwinterSAV,overwinter01,overwinter02,overwinter03,overwinter04,halfsatBSAV,halfsatB01,halfsatB02,halfsatB03,halfsatB04,halfsatNSAV,halfsatN01,halfsatN02,halfsatN03,halfsatN04,halfsatPSAV,halfsatP01,halfsatP02,halfsatP03,halfsatP04,uptakeNSAV,uptakeN01,uptakeN02,uptakeN03,uptakeN04,uptakePSAV,uptakeP01,uptakeP02,uptakeP03,uptakeP04,lightlimitation,shadingbyFP,lightattenuation,wind_avg,wind_std,prob_up,prob_down,prob_left,prob_right,wind_direction,lightlimitation_FP,propyears_avgFPcover_abovethreshold,propyears_prop_daysFP_abovehalf,avg_avg_FPcover,avg_max_FPcover,avg_firstdayFP,propyears_avgSAVcover_abovethreshold,propyears_prop_daysSAV_abovehalf,avg_avg_SAVcover,avg_max_SAVcover,avg_firstdaySAV
3600,rect,0.25,30,120,125,7,7,1.75,0.05,0.05,50,100,5,50,100,5,1,1800,1800,0,0,0,180000,180000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.85190461,100,1,0,0,0.005042664,0.009353355,NA
3600,rect,0.25,30,120,125,7,8,2,0.05,0.05,50,100,5,50,100,5,1,1800,1800,0,0,0,180000,180000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.86200998,100,1,0,0,0.004246956,0.007735046,NA
3600,rect,0.25,30,120,125,7,9,2.25,0.05,0.05,50,100,5,50,100,5,1,1800,1800,0,0,0,180000,180000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.87733312,100,1,0,0,0.002547871,0.004237209,NA
3600,rect,0.25,30,120,125,7,10,2.5,0.05,0.05,50,100,5,50,100,5,1,1800,1800,0,0,0,180000,180000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.88219165,100,1,0,0,0.003662295,0.006535828,NA
3600,rect,4,120,30,125,7,0.1,0.025,0.05,0.05,50,100,5,50,100,5,1,3564,36,0,0,0,356400,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,3.11E-13,1.88E-12,NA,1,1,95.0831989,100,10
3600,rect,4,120,30,125,7,1,0.25,0.05,0.05,50,100,5,50,100,5,1,3564,36,0,0,0,356400,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,5.63E-12,3.25E-11,NA,1,1,95.07997404,99.9968005,10
3600,rect,4,120,30,125,7,2,0.5,0.05,0.05,50,100,5,50,100,5,1,3564,36,0,0,0,356400,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,2.21E-10,1.21E-09,NA,1,1,95.07259607,99.99501311,10
3600,rect,4,120,30,125,7,3,0.75,0.05,0.05,50,100,5,50,100,5,1,3564,36,0,0,0,356400,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,9.14E-09,5.06E-08,NA,1,1,95.06925447,99.99012602,10
3600,rect,4,120,30,125,7,4,1,0.05,0.05,50,100,5,50,100,5,1,3564,36,0,0,0,356400,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,3.40E-07,1.89E-06,NA,1,1,95.05932112,99.98454248,10
3600,rect,4,120,30,125,7,5,1.25,0.05,0.05,50,100,5,50,100,5,1,3564,36,0,0,0,356400,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,2.30E-05,0.000124531,NA,1,1,95.05562174,99.97891184,10
3600,rect,4,120,30,125,7,6,1.5,0.05,0.05,50,100,5,50,100,5,1,3564,36,0,0,0,356400,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.82387487,100,1,0.142857143,0.142857143,0.031595203,0.054002032,NA
3600,rect,4,120,30,125,7,7,1.75,0.05,0.05,50,100,5,50,100,5,1,3564,36,0,0,0,356400,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.85392043,100,1,0.142857143,0.142857143,0.009576165,0.016811569,NA
3600,rect,4,120,30,125,7,8,2,0.05,0.05,50,100,5,50,100,5,1,3564,36,0,0,0,356400,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.86669862,100,1,0.142857143,0.142857143,0.00293127,0.005268475,NA
3600,rect,4,120,30,125,7,9,2.25,0.05,0.05,50,100,5,50,100,5,1,3564,36,0,0,0,356400,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.87364229,100,1,0.142857143,0.142857143,0.004781958,0.008435054,NA
3600,rect,4,120,30,125,7,10,2.5,0.05,0.05,50,100,5,50,100,5,1,3564,36,0,0,0,356400,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.88273963,100,1,0.142857143,0.142857143,0.002152224,0.003802296,NA
3600,rect,4,120,30,125,7,0.1,0.025,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,3.34E-11,2.02E-10,NA,0.857142857,0.857142857,95.08097655,99.99449063,10
3600,rect,4,120,30,125,7,1,0.25,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,3.23E-09,1.86E-08,NA,0.857142857,0.857142857,95.0748783,99.99460472,10
3600,rect,4,120,30,125,7,2,0.5,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0.285714286,0.285714286,0.001772455,0.009786935,NA,0.714285714,0.714285714,95.02864473,99.98372555,10.25
3600,rect,4,120,30,125,7,3,0.75,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1,1,99.32175654,100,2,0,0,0.001228377,0.001745637,NA
3600,rect,4,120,30,125,7,4,1,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.64346192,100,1,0,0,0.000380052,0.000602414,NA
3600,rect,4,120,30,125,7,5,1.25,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.76975284,100,1,0,0,7.54E-05,0.000131001,NA
3600,rect,4,120,30,125,7,6,1.5,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.82819774,100,1,0,0,6.75E-05,0.000118124,NA
3600,rect,4,120,30,125,7,7,1.75,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.85424457,100,1,0,0,4.36E-05,7.90E-05,NA
3600,rect,4,120,30,125,7,8,2,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.86793514,100,1,0,0,0.000781892,0.00147842,NA
3600,rect,4,120,30,125,7,9,2.25,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.87673594,100,1,0,0,0.000609424,0.001239553,NA
3600,rect,4,120,30,125,7,10,2.5,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.88396506,100,1,0,0,1.93E-05,3.60E-05,NA
3600,rect,4,120,30,125,7,0.1,0.025,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,6.09E-13,3.68E-12,NA,0.857142857,0.857142857,95.08137261,100,10
3600,rect,4,120,30,125,7,1,0.25,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,6.76E-10,3.90E-09,NA,0.857142857,0.857142857,95.07538844,99.99534606,10
3600,rect,4,120,30,125,7,2,0.5,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,1.05E-07,5.79E-07,NA,0.857142857,0.857142857,95.06967603,99.99014588,10
3600,rect,4,120,30,125,7,3,0.75,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1,1,99.30795793,100,2,0,0,0.05126405,0.069974484,NA
3600,rect,4,120,30,125,7,4,1,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.64470107,100,1,0,0,0.001966807,0.003352514,NA
3600,rect,4,120,30,125,7,5,1.25,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.77458279,100,1,0,0,0.003664793,0.006780688,NA
3600,rect,4,120,30,125,7,6,1.5,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.82761269,100,1,0,0,0.003718559,0.006882053,NA
3600,rect,4,120,30,125,7,7,1.75,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.8546761,100,1,0,0,0.000109735,0.000202784,NA
3600,rect,4,120,30,125,7,8,2,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.86797117,100,1,0,0,8.50E-05,0.000157082,NA
3600,rect,4,120,30,125,7,9,2.25,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.87568005,100,1,0,0,0.000522511,0.000954236,NA
3600,rect,4,120,30,125,7,10,2.5,0.05,0.05,50,100,5,50,100,5,1,36,36,0,0,0,3600,3600,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.88341142,100,1,0,0,8.37E-05,0.000153026,NA
3600,rect,4,120,30,125,7,0.1,0.025,0.05,0.05,50,100,5,50,100,5,1,3564,3564,0,0,0,356400,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,3.08E-11,1.86E-10,NA,1,1,95.07950644,99.99515262,10
3600,rect,4,120,30,125,7,1,0.25,0.05,0.05,50,100,5,50,100,5,1,3564,3564,0,0,0,356400,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,6.96E-10,4.02E-09,NA,1,1,95.07218877,99.99453988,10
3600,rect,4,120,30,125,7,2,0.5,0.05,0.05,50,100,5,50,100,5,1,3564,3564,0,0,0,356400,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0.142857143,0.142857143,1.83E-05,0.000100544,NA,1,1,95.06315481,99.98476613,10
3600,rect,4,120,30,125,7,3,0.75,0.05,0.05,50,100,5,50,100,5,1,3564,3564,0,0,0,356400,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1,1,99.28790924,100,2.25,0,0,0.183900731,0.251832218,NA
3600,rect,4,120,30,125,7,4,1,0.05,0.05,50,100,5,50,100,5,1,3564,3564,0,0,0,356400,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.63914627,100,1,0,0,0.007953635,0.013252714,NA
3600,rect,4,120,30,125,7,5,1.25,0.05,0.05,50,100,5,50,100,5,1,3564,3564,0,0,0,356400,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.7705741,100,1,0,0,0.006832422,0.0123157,NA
3600,rect,4,120,30,125,7,6,1.5,0.05,0.05,50,100,5,50,100,5,1,3564,3564,0,0,0,356400,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.82758687,100,1,0,0,0.002509451,0.004380694,NA
3600,rect,4,120,30,125,7,7,1.75,0.05,0.05,50,100,5,50,100,5,1,3564,3564,0,0,0,356400,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.85406562,100,1,0,0,0.001487452,0.002915181,NA
3600,rect,4,120,30,125,7,8,2,0.05,0.05,50,100,5,50,100,5,1,3564,3564,0,0,0,356400,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.86843656,100,1,0,0,0.002130235,0.004156804,NA
3600,rect,4,120,30,125,7,9,2.25,0.05,0.05,50,100,5,50,100,5,1,3564,3564,0,0,0,356400,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.87580346,100,1,0,0,0.000774659,0.001420882,NA
3600,rect,4,120,30,125,7,10,2.5,0.05,0.05,50,100,5,50,100,5,1,3564,3564,0,0,0,356400,356400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.88374924,100,1,0,0,0.00119481,0.002250043,NA
3600,rect,4,120,30,125,7,0.1,0.025,0.05,0.05,50,100,5,50,100,5,1,1800,1800,0,0,0,180000,180000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,1.55E-11,9.38E-11,NA,1,1,95.08059356,99.99494317,10
3600,rect,4,120,30,125,7,1,0.25,0.05,0.05,50,100,5,50,100,5,1,1800,1800,0,0,0,180000,180000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,4.02E-10,2.32E-09,NA,1,1,95.07575534,99.99510079,10
3600,rect,4,120,30,125,7,2,0.5,0.05,0.05,50,100,5,50,100,5,1,1800,1800,0,0,0,180000,180000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0,0,1.85E-08,1.01E-07,NA,1,1,95.06987418,99.98997856,10
3600,rect,4,120,30,125,7,3,0.75,0.05,0.05,50,100,5,50,100,5,1,1800,1800,0,0,0,180000,180000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,0.142857143,0.142857143,0.000314187,0.001738068,NA,0.714285714,0.857142857,95.05418476,99.97938414,10
3600,rect,4,120,30,125,7,4,1,0.05,0.05,50,100,5,50,100,5,1,1800,1800,0,0,0,180000,180000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.63285223,100,1.25,0,0,0.016600652,0.026657378,NA
3600,rect,4,120,30,125,7,5,1.25,0.05,0.05,50,100,5,50,100,5,1,1800,1800,0,0,0,180000,180000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.77176028,100,1,0,0,0.005068087,0.008997882,NA
3600,rect,4,120,30,125,7,6,1.5,0.05,0.05,50,100,5,50,100,5,1,1800,1800,0,0,0,180000,180000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.04,0.02,0,0.1,0.01,0.25,0.25,0.25,0.25,all,0.01,1.142857143,1,99.83184219,100,1,0,0,0.001297637,0.002312619,NA
