"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,23.7783684748129,87.4290237677983,72.2461280325925,81.6735448166984,9511.34738992517,28898.451213037,27,0.18,1,113,0.753333333333333,39
2,0.0165761571038785,0.107033033887437,77.7272540550049,81.7086329034302,6.63046284155138,31090.901622002,0,0,NA,138,0.92,14
3,1.00562047174681e-05,6.49236752348976e-05,77.7338267011137,81.709296504725,0.00402248188698723,31093.5306804455,0,0,NA,138,0.92,14
4,6.10146393265769e-09,3.93930696430535e-08,77.7328001953525,81.7054722049395,2.44058557306308e-06,31093.120078141,0,0,NA,138,0.92,14
5,3.70193688947755e-12,2.39007546411115e-11,77.7347146153488,81.7114172388996,1.48077475579102e-09,31093.8858461395,0,0,NA,138,0.92,14
6,2.24554200406635e-15,1.44973682935421e-14,77.7331990187314,81.7102754265455,8.98216801626539e-13,31093.2796074926,0,0,NA,138,0.92,14
7,1.36221282963612e-18,8.79467482702803e-18,77.7346658743618,81.710947223187,5.44885131854447e-16,31093.8663497447,0,0,NA,138,0.92,14
8,8.26351537768798e-22,5.33504403564467e-21,77.7344517799095,81.7103489257238,3.30540615107519e-19,31093.7807119638,0,0,NA,138,0.92,14
9,5.01329625114712e-25,3.23670051185264e-24,77.7314619312753,81.7039582232395,2.00531850045885e-22,31092.5847725101,0,0,NA,138,0.92,14
10,3.04131621015199e-28,1.96352613833017e-27,77.7329105263488,81.7036281025921,1.2165264840608e-25,31093.1642105395,0,0,NA,138,0.92,14
11,1.34830742222164e-31,1.34830742222164e-31,8.16990558262357,8.16990558262357,5.39322968888658e-29,3267.96223304943,0,0,NA,0,0,NA
