"simulation","height1","width1","height2","width2","shape","area","size","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_down","prob_up","prob_left","prob_right","wind_direction","full_thresh_wind","mix_freq","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_SAVcover_yr04","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03","avg_FPcover_yr04"
1,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,0.75,0.75,98.1133070209141,99.9985494077791,1,0,0,2.20994659451835,3.15472349616921,NA,37.2192975381582,21.1292351043229,4.05097730683857,2.20994659451835,44.0514054180012,95.0949569362589,97.0876958661709,98.1133070209141
2,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,30,0,0,3.25871650133344e-07,1.90493571341824e-06,NA,0.75,0.75,99.9139204517713,100,1,47.1066902132344,97.2318181752493,99.9090690249687,99.9139204517713,13.2390048280174,1.21319583164547,0.00106394648898069,3.25871650133344e-07
3,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,60,0,0,0.000137996680889297,0.000769662741649056,NA,0.75,0.75,99.9133116919058,100,1,47.3928566910728,94.6760024456151,99.676038054493,99.9133116919058,10.9081190150264,2.89475765552603,0.10822054839683,0.000137996680889297
4,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,120,0,0,0.000170539856746559,0.000996888663333126,NA,0.75,0.75,99.913188126233,100,1,45.9452875464449,94.726208113236,99.6474574988594,99.913188126233,14.5956564377806,2.98169889105092,0.139336035811251,0.000170539856746559
5,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,1,96.9752288556978,100,1,0,0,1.02571759603416,1.55156617038094,NA,9.38806256568369,1.96771890479412,1.27730096727459,1.02571759603416,78.32572206207,97.1804023474927,98.2684199246343,96.9752288556978
6,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,30,0,0,0.000291942805560922,0.00170658538320199,NA,0.75,0.75,99.9127888896393,100,1,26.3704809639663,82.8672418490747,99.0404601526598,99.9127888896393,37.9817704643054,9.22815448920361,0.325172659927248,0.000291942805560922
7,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,60,0,0,0.000231313650397938,0.00130535407888172,NA,0.75,0.75,99.9108467055855,100,1,33.0605314321077,92.2474475575564,99.6645190113648,99.9108467055855,26.6439722760146,3.89388101769157,0.102214196145347,0.000231313650397938
8,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,120,0,0,2.86396177130941e-05,0.000167417024834138,NA,0.75,0.75,99.913813816019,100,1,35.2727284120163,91.7211499722709,99.7618460270979,99.913813816019,25.528856904148,4.3311267902189,0.0533388261506212,2.86396177130941e-05
9,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,1,98.4235755791767,100,1,0,0,0.452496051146618,0.597314368204722,NA,2.75944631155867,0.512342659828461,0.350678394939493,0.452496051146618,89.2101356494039,97.9378782578265,98.2771991684792,98.4235755791767
10,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,30,0,0,0.000564402544548735,0.00329763973457345,NA,0.75,0.75,99.9064718417538,100,1,22.5981688258826,83.0529244494681,98.5481240550682,99.9064718417538,40.6083058560823,8.58643741784067,0.598731730380133,0.000564402544548735
11,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,60,0,0,0.000252456087525562,0.00147575570348435,NA,0.75,0.75,99.9131018580059,100,1,24.8003781940306,89.3886195778911,99.443943174139,99.9131018580059,38.4218249535295,5.77449819037057,0.273129794233521,0.000252456087525562
12,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,120,0,0,0.000720953676742268,0.00400685403765843,NA,0.75,0.75,99.9095139456523,100,1,27.5481089498226,90.0527593725604,99.3030034924743,99.9095139456523,33.5314586880577,5.33831159756388,0.425475144851794,0.000720953676742268
13,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,1,97.5398021371348,99.9786652600353,2,0,0,0.879107415389192,0.990023590191206,NA,1.14331661115162,0.207267942692266,0.476577531904914,0.879107415389192,93.4419309464989,98.7912592332855,97.299097165581,97.5398021371348
14,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,30,0,0,1.9000910971006e-06,1.11072912741259e-05,NA,0.75,0.75,99.9138915597952,100,1,24.2416817581162,91.4255054563054,99.8502837305579,99.9138915597952,35.2519169402105,3.64245022472954,0.00593074013882938,1.9000910971006e-06
15,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,60,0,0,0.0309341790365567,0.0771795200756496,NA,0.75,0.75,99.839936411094,100,1,25.6023993132693,87.377142297628,98.3572537415734,99.839936411094,31.6821355344493,6.5998717932153,0.834118094208672,0.0309341790365567
16,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,120,0,0,0.000305237872785525,0.00178428216765147,NA,0.75,0.75,99.9127386059857,100,1,22.6440871191052,88.6960380314862,99.4511648508877,99.9127386059857,38.9268752028177,5.88627562778877,0.243821261885434,0.000305237872785525
17,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,1,97.0638181730508,99.9866724489758,1,0,0,0.340267881855412,0.462450013162239,NA,1.15845433418566,0.219563711975431,0.169944323754896,0.340267881855412,93.6582742729515,98.4472828682576,99.3577064087517,97.0638181730508
18,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,30,0,0,0.0126457762846867,0.045636451896432,NA,0.75,0.75,99.8430244744895,100,1,16.6559644175764,80.9112859932511,97.58763939383,99.8430244744895,42.9466885600628,9.7455765250238,1.02141606312717,0.0126457762846867
19,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,60,0,0,0.00087808242214933,0.00500618324259342,NA,0.75,0.75,99.9083814344387,100,1,16.3227409385769,78.4574574688747,98.5480349110881,99.9083814344387,46.9965201329781,12.1496909325639,0.74926186136516,0.00087808242214933
20,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,120,0,0,0.000314113735959806,0.00183617909272109,NA,0.75,0.75,99.9128000802649,100,1,16.453156375756,84.3416849223841,99.1433098242625,99.9128000802649,44.8188481478095,7.90953679362079,0.369472555402946,0.000314113735959806
21,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,0.75,0.75,98.2648521075695,99.998811171967,1,0,0.25,2.13556018108425,2.88751110378448,NA,67.3370434723557,18.5736231739709,3.00305737491307,2.13556018108425,49.2557891009584,97.2460006492032,98.1667270203549,98.2648521075695
22,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,30,0,0,5.46843790172173e-10,3.1966642931911e-09,NA,1,1,99.9139249879261,100,1,77.5297653005247,99.8799225431192,99.913894987805,99.9139249879261,4.47065108834648,0.00581838951440352,1.78538430969994e-06,5.46843790172173e-10
23,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,60,0,0,5.77830640528049e-10,3.37780296546049e-09,NA,1,1,99.9139249889443,100,1,77.5667127623558,99.8831563160189,99.9138960147249,99.9139249889443,4.3919835684087,0.00615756375372012,1.88655293809751e-06,5.77830640528049e-10
24,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,120,0,0,1.02425429155957e-09,5.98744500676668e-09,NA,1,1,99.9139249760744,100,1,76.6289633715297,99.8640228917829,99.9138844469361,99.9139249760744,5.30815327182205,0.0100973682582962,3.34407691182593e-06,1.02425429155957e-09
25,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,1,98.6312730903243,100,1,0,0,1.66253693822043,2.15636560179758,NA,30.0525196115698,2.49066515648292,1.25140347514055,1.66253693822043,80.0009795092001,98.9149041707344,98.5786725966239,98.6312730903243
26,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,30,0,0,1.20551011553239e-09,7.04700539836035e-09,NA,1,1,99.9139249555687,100,1,71.356325875321,99.8433696080553,99.913865095698,99.9139249555687,12.6240937085923,0.0128255083878249,3.93585678854019e-06,1.20551011553239e-09
27,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,60,0,0,1.74963099047931e-09,1.02277524478331e-08,NA,0.75,1,99.9139249299383,100,1,69.6116582166863,99.7981314240619,99.9138414629592,99.9139249299383,14.045984036455,0.0185677448142143,5.71235112476605e-06,1.74963099047931e-09
28,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,120,0,0,3.33663130956088e-09,1.95048208526852e-08,NA,1,1,99.913924907871,100,1,70.3852295196021,99.7754389216018,99.9138232339099,99.913924907871,13.9821962638742,0.0278965134607774,1.08937430525965e-05,3.33663130956088e-09
29,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,1,98.530477591122,100,1,0,0,1.06991383435414,1.50016688393557,NA,11.9936060069436,1.69426992322342,1.33517882395649,1.06991383435414,88.9461796403893,98.1437858325313,98.0161645577091,98.530477591122
30,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,30,0,0,1.5197935005584e-09,8.8842000285501e-09,NA,0.75,0.75,99.9139249185948,100,1,62.1710899895969,99.7928233780273,99.9138301994831,99.9139249185948,21.8731691645416,0.0161961154331443,4.96195717203956e-06,1.5197935005584e-09
31,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,60,0,0,1.51886280195094e-09,8.87875947850536e-09,NA,0.75,1,99.9139249234554,100,1,64.2310942422907,99.7958202387603,99.9138348563291,99.9139249234554,19.0488356153624,0.0161786191125078,4.9589185446326e-06,1.51886280195094e-09
32,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,120,0,0,4.85062937149991e-09,2.8355142710462e-08,NA,0.75,0.75,99.9139248241962,100,1,58.7705084643618,99.6394521444337,99.913745509652,99.9139248241962,26.3271651458809,0.0426857723047987,1.58367729088382e-05,4.85062937149991e-09
33,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,1,98.827249670074,100,2,0,0,1.36074700311155,1.79287311745531,NA,7.83365412885238,0.494004146084767,1.37944889154014,1.36074700311155,91.6946339247517,98.387151927328,97.1948033140445,98.827249670074
34,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,30,0,0,3.74851718098968e-09,2.19125666964796e-08,NA,0.75,0.75,99.9139248192224,100,1,54.7653336240115,99.6187781687455,99.9137387811316,99.9139248192224,33.052465626367,0.0366741698931146,1.22384939791607e-05,3.74851718098968e-09
35,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,60,0,0,1.74107705750456e-09,1.01777490417614e-08,NA,0.75,0.75,99.9139248990897,100,1,59.6509792786279,99.7555828370599,99.9138118978898,99.9139248990897,25.2084017670805,0.0182968013930528,5.68442344537523e-06,1.74107705750456e-09
36,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,120,0,0,2.8232332242517e-09,1.65036688744654e-08,NA,0.75,0.75,99.9139248876938,100,1,59.287675684224,99.7528851704123,99.9138028659041,99.9139248876938,26.211174552898,0.0246588125766817,9.21754510595717e-06,2.8232332242517e-09
37,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,1,97.720193080822,100,1,0,0,2.41638410759857,2.83343111046858,NA,7.60961264190364,2.65629956652398,1.68064883648009,2.41638410759857,91.5938438442336,97.6182844213005,98.4556729931785,97.720193080822
38,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,30,0,0,4.18501680999381e-09,2.44641962536652e-08,NA,0.75,0.75,99.9139247243041,100,1,45.0747613497837,99.416406267169,99.9136486132664,99.9139247243041,41.249752604632,0.0429720559966127,1.36636157889523e-05,4.18501680999381e-09
39,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,60,0,0,9.6706772871842e-09,5.65315165397577e-08,NA,0.75,0.75,99.9139246551264,100,1,44.3071916153506,99.3352026344118,99.9135918791711,99.9139246551264,41.735546322637,0.0688462233865215,3.15737402702219e-05,9.6706772871842e-09
