"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,79.4882223467146,100,140,0.933333333333333,1,31795.2889386858
2,19.2326615541629,19.5496420151111,0,0,NA,7693.06462166514
3,12.7711681477556,13.4445273907945,0,0,NA,5108.46725910223
4,12.0456609538677,12.8407186908502,0,0,NA,4818.26438154706
5,11.9703553788093,12.780994884667,0,0,NA,4788.14215152371
6,11.9628597006998,12.7750874389776,0,0,NA,4785.14388027993
7,11.9621178056201,12.7745031167809,0,0,NA,4784.84712224806
8,11.962044418009,12.7744453198145,0,0,NA,4784.81776720361
9,11.9620371589883,12.7744396029529,0,0,NA,4784.81486359532
10,11.9620364409778,12.7744390374819,0,0,NA,4784.81457639111
11,1.27744390374819,1.27744390374819,0,0,NA,510.977561499277
