"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,70.7517469669402,81.8146551468572,123,0.82,29,28300.6987867761
2,76.1557142937464,81.8786401352991,133,0.886666666666667,19,30462.2857174986
3,76.1532331397641,81.8578586263074,133,0.886666666666667,19,30461.2932559057
4,76.1537933518526,81.8522149807509,133,0.886666666666667,19,30461.5173407411
5,76.1560020195348,81.8669707629844,133,0.886666666666667,19,30462.4008078139
6,76.1583569020523,81.8673020599218,133,0.886666666666667,19,30463.3427608209
7,76.1478780232677,81.8541282660182,133,0.886666666666667,19,30459.1512093071
8,76.158930584205,81.8719625860943,133,0.886666666666667,19,30463.572233682
9,76.1544960006272,81.8583391934591,133,0.886666666666667,19,30461.7984002509
10,76.1571193698004,81.8669164680321,133,0.886666666666667,19,30462.8477479201
11,8.18385312458765,8.18385312458765,0,0,NA,3273.54124983506
