"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,3.48584015826249,20.382434545787,70.3001245901939,81.6935866992938,1394.33606330499,28120.0498360776,0,0,NA,119,0.793333333333333,33
2,0.00128272323992016,0.00836118284476565,77.7319601038926,81.7092309795147,0.513089295968064,31092.784041557,0,0,NA,138,0.92,14
3,3.49124676221218e-07,2.27571834360954e-06,77.7344683920497,81.7086387740115,0.000139649870488487,31093.7873568199,0,0,NA,138,0.92,14
4,9.50007112610401e-11,6.19227218327327e-10,77.7347295646126,81.7103168305295,3.80002845044161e-08,31093.891825845,0,0,NA,138,0.92,14
5,2.58517291465948e-14,1.68506743420717e-13,77.7336455017216,81.7084775651537,1.03406916586379e-11,31093.4582006886,0,0,NA,138,0.92,14
6,7.0340957127011e-18,4.58489173738275e-17,77.7345058346434,81.7092563638303,2.81363828508044e-15,31093.8023338573,0,0,NA,138,0.92,14
7,1.91394715981144e-21,1.24753322939229e-20,77.7339936165355,81.7070206413715,7.65578863924577e-19,31093.5974466142,0,0,NA,138,0.92,14
8,5.20818868669398e-25,3.39479630607202e-24,77.7335115459718,81.7100236001262,2.08327547467759e-22,31093.4046183887,0,0,NA,138,0.92,14
9,1.41719098875244e-28,9.23745965073235e-28,77.7343128216447,81.7084924744204,5.66876395500977e-26,31093.7251286579,0,0,NA,138,0.92,14
10,3.85653435494672e-32,2.51377015408266e-31,77.7357906640656,81.7128917540324,1.54261374197869e-29,31094.3162656263,0,0,NA,138,0.92,14
11,1.55784782343282e-35,1.55784782343282e-35,8.16997198082937,8.16997198082937,6.23139129373129e-33,3267.98879233175,0,0,NA,0,0,NA
