"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,1.52381578947368,0,0,NA
2,8.20608187134503,0,0,NA
3,19.1616520467836,0,0,NA
4,30.734298245614,0,0,NA
5,41.6061403508772,0,0,NA
6,52.8051900584795,0,0,NA
7,61.2922660818713,34,0.453333333333333,24
8,66.5501023391813,49,0.653333333333333,20
9,69.1781140350877,53,0.706666666666667,18
10,71.442134502924,59,0.786666666666667,18
11,7.63333333333333,0,0,NA
