"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,56.1217105263158,26,0.346666666666667,51
2,75.3453947368421,64,0.853333333333333,13
3,72.3618421052632,59,0.786666666666667,18
4,71.1118421052632,57,0.76,19
5,74.2006578947368,61,0.813333333333333,16
6,67.7532894736842,54,0.72,22
7,74.5953947368421,61,0.813333333333333,16
8,68.9144736842105,54,0.72,22
9,70.5657894736842,56,0.746666666666667,21
10,73.3322368421053,54,0.72,17
11,7.5,0,0,NA
