"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,58.5394736842105,43,0.573333333333333,32
2,73.2434210526316,60,0.8,17
3,72.9046052631579,59,0.786666666666667,18
4,71.5723684210526,59,0.786666666666667,17
5,73.9934210526316,59,0.786666666666667,17
6,73.0427631578947,59,0.786666666666667,17
7,67.7006578947368,51,0.68,19
8,72.4934210526316,58,0.773333333333333,18
9,73.6151315789474,55,0.733333333333333,17
10,71.3355263157895,58,0.773333333333333,19
11,8.5,0,0,NA
