"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,59.2011299032868,59.9694550639739,0,0,NA,23680.4519613147
2,17.0614877324101,17.4388933011827,0,0,NA,6824.59509296404
3,12.5263088906069,13.2357799944029,0,0,NA,5010.52355624278
4,12.0197209621335,12.8200710149615,0,0,NA,4807.88838485341
5,11.9677648526674,12.7789525455123,0,0,NA,4787.10594106695
6,11.9626032083609,12.7748854231567,0,0,NA,4785.04128334435
7,11.9620924324125,12.7744831345869,0,0,NA,4784.83697296502
8,11.9620419082139,12.7744433432946,0,0,NA,4784.81676328554
9,11.9620369107335,12.7744394074472,0,0,NA,4784.81476429341
10,11.9620364164218,12.7744390181436,0,0,NA,4784.81456656872
11,1.27744390181436,1.27744390181436,0,0,NA,510.977560725745
