"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,10.1117105263158,0,0,NA
2,36.7407894736842,0,0,NA
3,56.6415789473684,21,0.28,56
4,70.7301315789474,58,0.773333333333333,19
5,74.4148684210526,60,0.8,17
6,74.2557894736842,60,0.8,17
7,75.3223684210526,61,0.813333333333333,16
8,74.2136842105263,60,0.8,17
9,74.4343421052632,60,0.8,17
10,74.1064473684211,60,0.8,17
11,4.93,0,0,NA
