"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,48.0629094944619,60.8771861616949,0,0,NA,19225.1637977848
2,61.1854001677378,65.3774135439963,0,0,NA,24474.1600670951
3,61.6688519551327,65.7601693171259,0,0,NA,24667.5407820531
4,61.7098125106799,65.7944770070751,0,0,NA,24683.9250042719
5,61.7136824546285,65.7946548261536,0,0,NA,24685.4729818514
6,61.7130403056341,65.7999077866065,0,0,NA,24685.2161222537
7,61.7129843159361,65.8001313726169,0,0,NA,24685.1937263744
8,61.7150250694355,65.8004572178319,0,0,NA,24686.0100277742
9,61.7132693304874,65.797244852946,0,0,NA,24685.307732195
10,61.7151956509048,65.7969490932133,0,0,NA,24686.0782603619
11,6.57925494712018,6.57925494712018,0,0,NA,2631.70197884807
