"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,80.4114158457578,100,139,0.926666666666667,1,32164.5663383031
2,63.4065360631821,67.1919808277531,0,0,NA,25362.6144252728
3,61.8621393306078,65.9198567570654,0,0,NA,24744.8557322431
4,61.7260202100619,65.8068591874954,0,0,NA,24690.4080840248
5,61.7151361984663,65.7991868368764,0,0,NA,24686.0544793865
6,61.7149568802562,65.8002801662317,0,0,NA,24685.9827521025
7,61.7129738996046,65.7960825514081,0,0,NA,24685.1895598419
8,61.71333464919,65.7963961809601,0,0,NA,24685.333859676
9,61.7146785450984,65.8005312979626,0,0,NA,24685.8714180394
10,61.7139735590101,65.7964616978575,0,0,NA,24685.5894236041
11,6.57914822243313,6.57914822243313,0,0,NA,2631.65928897325
