"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,2.95345394736842,0,0,NA
2,14.8840789473684,0,0,NA
3,34.0931578947368,0,0,NA
4,55.1263486842105,16,0.213333333333333,58
5,68.1786842105263,55,0.733333333333333,20
6,72.5055263157895,59,0.786666666666667,18
7,73.1573684210526,60,0.8,17
8,73.5741776315789,60,0.8,17
9,72.9784868421053,60,0.8,17
10,73.1176644736842,60,0.8,17
11,7.915,0,0,NA
