"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,80.0911472400418,81.2879768066067,145,0.966666666666667,7,32036.4588960167
2,74.5644340511244,80.3668211439757,132,0.88,20,29825.7736204498
3,74.5311526166274,80.3710568575239,132,0.88,20,29812.461046651
4,74.5373101326844,80.3755232560907,132,0.88,20,29814.9240530737
5,74.5357278416398,80.3673778966565,132,0.88,20,29814.2911366559
6,74.5294840481189,80.3605350909635,132,0.88,20,29811.7936192475
7,74.5315790945342,80.3593014124361,132,0.88,20,29812.6316378137
8,74.5344423860833,80.3792478694095,132,0.88,20,29813.7769544333
9,74.5291143533199,80.3669672608915,132,0.88,20,29811.6457413279
10,74.5342960870744,80.3801759110427,132,0.88,20,29813.7184348298
11,8.03774716076219,8.03774716076219,0,0,NA,3215.09886430488
