"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,81.3750767132604,81.605962329422,151,1.00666666666667,1,32550.0306853042
2,74.5778523782899,80.3721606919018,132,0.88,20,29831.140951316
3,74.534525504786,80.3752447675162,132,0.88,20,29813.8102019144
4,74.5330067510245,80.3720510132468,132,0.88,20,29813.2027004098
5,74.5322923222532,80.3638621691304,132,0.88,20,29812.9169289013
6,74.5348722773884,80.3651036328931,132,0.88,20,29813.9489109554
7,74.5354900244887,80.3705038429797,132,0.88,20,29814.1960097955
8,74.5374375498196,80.3643116402088,132,0.88,20,29814.9750199278
9,74.529203600931,80.3654516528798,132,0.88,20,29811.6814403724
10,74.5365932584218,80.3784460054449,132,0.88,20,29814.6373033687
11,8.03620667352364,8.03620667352364,0,0,NA,3214.48266940945
