"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,81.1653004195265,81.3712499859268,151,1.00666666666667,1,32466.1201678106
2,42.311167597258,44.0308809985247,0,0,NA,16924.4670389032
3,38.2115627068307,40.4556325603219,0,0,NA,15284.6250827323
4,37.7869314281315,40.0920740194231,0,0,NA,15114.7725712526
5,37.7451415681111,40.0501794059853,0,0,NA,15098.0566272444
6,37.7410726985744,40.0461657287913,0,0,NA,15096.4290794297
7,37.7407185984486,40.0467591181857,0,0,NA,15096.2874393794
8,37.7405967077261,40.0457674246542,0,0,NA,15096.2386830904
9,37.7407120980117,40.0457864831981,0,0,NA,15096.2848392047
10,37.74031938713,40.0463697052988,0,0,NA,15096.127754852
11,4.00177493346999,4.00177493346999,0,0,NA,1600.709973388
