"height","width","days","years","TOTALN","TOTALP","lossSAV","lossFP","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","numbFPspecies","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","halfsatBSAV","halfsatB01","halfsatB02","halfsatB03","halfsatB04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","halfsatPSAV","halfsatP01","halfsatP02","halfsatP03","halfsatP04","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","lightlimitation","shadingbyFP","lightattenuation","wind_avg","wind_std","prob_up","prob_down","prob_left","prob_right","wind_direction","lightlimitation_FP","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV"
20,20,125,7,2,0.5,0.05,0.05,50,100,5,100,0,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,9.32394601262809e-11,5.53260213141735e-10,NA,1,1,98.972841849842,100,3
20,20,125,7,2,0.5,0.05,0.05,50,100,5,100,50,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,1.22841000519725e-08,7.28908533495459e-08,NA,1,1,98.972841749917,100,3
20,20,125,7,2,0.5,0.05,0.05,50,100,5,100,50,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,5.58445487099233e-08,3.31367930634936e-07,NA,1,1,98.9728413734006,100,3
20,20,125,7,2,0.5,0.05,0.05,50,100,5,100,100,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,1.22399954085845e-08,7.26291471539751e-08,NA,1,1,98.9728417499673,100,3
20,20,125,7,2,0.5,0.05,0.05,50,100,5,100,100,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,1,1,86.2302645308213,97.3778446675019,19,1,1,97.5310125207892,100,6
20,20,125,7,2,0.5,0.05,0.05,50,100,5,200,0,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,8.67892101536113e-11,5.14986003167972e-10,NA,1,1,98.9728418499691,100,3
20,20,125,7,2,0.5,0.05,0.05,50,100,5,200,0,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,9.07089998363670e-11,5.38245079018759e-10,NA,1,1,98.9728418498913,100,3
20,20,125,7,2,0.5,0.05,0.05,50,100,5,200,50,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,1.37904048690758e-10,8.18288986964926e-10,NA,1,1,98.9728418491195,100,3
20,20,125,7,2,0.5,0.05,0.05,50,100,5,200,50,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,5.5066169921892e-08,3.26749220762208e-07,NA,1,1,98.9728413801794,100,3
20,20,125,7,2,0.5,0.05,0.05,50,100,5,200,100,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,1.61668137192965e-10,9.59299291530738e-10,NA,1,1,98.9728418487284,100,3
20,20,125,7,2,0.5,0.05,0.05,50,100,5,200,100,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0.142857142857143,0.142857142857143,1.16245422557763e-07,6.89771984097437e-07,NA,1,1,98.9728408315302,100,3
20,20,125,7,2,0.5,0.05,0.05,100,0,1,50,0,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,5.90792421971852e-10,3.4330070427345e-09,NA,1,1,98.6094524038956,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,1,50,0,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,7.94808663841366e-10,4.61851513195574e-09,NA,1,1,98.6094523996428,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,1,50,50,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,5.22534655412892e-08,3.03637131230628e-07,NA,1,1,98.6094519109096,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,1,50,50,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,50.8725327843224,53.3428118376035,NA,1,1,96.7041082997652,100,8
20,20,125,7,2,0.5,0.05,0.05,100,0,1,50,100,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,5.22960099991263e-08,3.03884350761789e-07,NA,1,1,98.6094519092523,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,1,50,100,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,1,1,91.7195859313604,97.6590640655395,6,0.857142857142857,0.857142857142857,91.8816482575467,100,17
20,20,125,7,2,0.5,0.05,0.05,100,0,1,100,0,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,6.02214547721038e-10,3.49937931950811e-09,NA,1,1,98.6094524035871,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,1,100,0,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,7.00676016742941e-10,4.07152429644303e-09,NA,1,1,98.6094524015892,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,1,100,50,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,3.85206640190843e-08,2.23837859916386e-07,NA,1,1,98.6094520375628,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,1,100,50,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,49.7258493531168,53.1751360376654,NA,1,1,97.3206118318192,100,6
20,20,125,7,2,0.5,0.05,0.05,100,0,1,100,100,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,4.05761375206825e-08,2.35781911334504e-07,NA,1,1,98.6094520165676,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,1,100,100,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,1,1,90.753398418657,97.297542460073,7,0.857142857142857,0.857142857142857,92.4464375743079,100,16
20,20,125,7,2,0.5,0.05,0.05,100,0,1,200,0,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,6.18438655946127e-10,3.59365520344781e-09,NA,1,1,98.6094524032764,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,1,200,0,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,6.66263816220286e-10,3.87156010872412e-09,NA,1,1,98.609452402355,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,1,200,50,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,1.37141994129018e-09,7.96911765029191e-09,NA,1,1,98.609452392116,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,1,200,50,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,1.68085734760175e-07,9.76721263920525e-07,NA,1,1,98.609450804064,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,1,200,100,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,1.69627520320677e-09,9.85680334327373e-09,NA,1,1,98.6094523873074,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,1,200,100,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,1,1,84.9986338129442,97.5517031338813,21.25,0.857142857142857,0.857142857142857,94.949608645844,100,11
20,20,125,7,2,0.5,0.05,0.05,100,0,5,50,0,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,4.84462833258108e-10,2.81514159052434e-09,NA,1,1,98.6094524071216,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,5,50,0,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,5.25439053573488e-10,3.05324832261261e-09,NA,1,1,98.6094524063427,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,5,50,50,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,5.20063494116516e-08,3.022011760607e-07,NA,1,1,98.609451918252,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,5,50,50,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,50.8672471046858,53.3506158704445,NA,1,1,96.7043693397022,100,8
20,20,125,7,2,0.5,0.05,0.05,100,0,5,50,100,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,5.21881311608807e-08,3.03257482807875e-07,NA,1,1,98.6094519152606,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,5,50,100,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,1,1,91.817362245211,97.5738300594948,6,1,1,91.8762091665145,100,17.5
20,20,125,7,2,0.5,0.05,0.05,100,0,5,100,0,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,4.69453449252213e-10,2.72792428866547e-09,NA,1,1,98.6094524074508,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,5,100,0,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,5.16513131042022e-10,3.00138111210589e-09,NA,1,1,98.6094524065252,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,5,100,50,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,3.77312631523119e-08,2.19250768641307e-07,NA,1,1,98.6094520496517,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,5,100,50,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,49.7140340440257,53.2952153878518,NA,1,1,97.3225863747469,100,6
20,20,125,7,2,0.5,0.05,0.05,100,0,5,100,100,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,3.90856388839469e-08,2.27120844976726e-07,NA,1,1,98.6094520358641,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,5,100,100,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,1,1,91.1168330943114,98.0028001584112,7,1,1,92.3976227876543,100,16.25
20,20,125,7,2,0.5,0.05,0.05,100,0,5,200,0,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,4.52486606995453e-10,2.62933248755476e-09,NA,1,1,98.6094524078033,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,5,200,0,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,4.80176307451627e-10,2.79023322552899e-09,NA,1,1,98.6094524071958,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,5,200,50,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,9.75669038006024e-10,5.66946791193478e-09,NA,1,1,98.609452400238,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,5,200,50,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,1.66347532924104e-07,9.66620830658643e-07,NA,1,1,98.6094508365345,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,5,200,100,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,1.18066146861313e-09,6.86064848902527e-09,NA,1,1,98.6094523971872,100,4
20,20,125,7,2,0.5,0.05,0.05,100,0,5,200,100,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,1,1,85.4096331571234,97.8100449382129,21,1,1,94.9554539721658,100,11
20,20,125,7,2,0.5,0.05,0.05,100,50,1,50,0,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,5.04596907579951e-10,2.93213770687622e-09,NA,1,1,98.6094524072619,100,4
20,20,125,7,2,0.5,0.05,0.05,100,50,1,50,0,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,5.55661211032856e-10,3.22886479219446e-09,NA,1,1,98.6094524063125,100,4
20,20,125,7,2,0.5,0.05,0.05,100,50,1,50,50,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,5.15759554576231e-08,2.99700220621331e-07,NA,1,1,98.6094519325064,100,4
20,20,125,7,2,0.5,0.05,0.05,100,50,1,50,50,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,50.8094363179615,53.4094180698198,NA,1,1,96.964755857046,100,7
20,20,125,7,2,0.5,0.05,0.05,100,50,1,50,100,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,5.16578973160169e-08,3.0017637260495e-07,NA,1,1,98.6094519306012,100,4
20,20,125,7,2,0.5,0.05,0.05,100,50,1,50,100,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,1,1,89.371991980822,97.7062209007316,11,1,1,94.0868415459828,100,13
20,20,125,7,2,0.5,0.05,0.05,100,50,1,100,0,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,5.14203989002813e-10,2.98796303056108e-09,NA,1,1,98.6094524070425,100,4
20,20,125,7,2,0.5,0.05,0.05,100,50,1,100,0,5,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,5.38518523772733e-10,3.12925118187479e-09,NA,1,1,98.6094524066287,100,4
20,20,125,7,2,0.5,0.05,0.05,100,50,1,100,50,1,1,200,200,0,0,0,10000,10000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.02,0.04,0,0.1,0.01,0.25,0.25,0.25,0.25,"all",0.01,0,0,3.60869816848208e-08,2.09696093089269e-07,NA,1,1,98.6094520726492,100,4
