"height","width","timesteps","years","TOTALN","TOTALP","lossSAV","lossFP","minthresholdtomoveSAV","maxthresholdtomoveSAV","maxamounttomoveSAV","minthresholdtomoveFP","maxthresholdtomoveFP","maxamounttomoveFP","numbFPspecies","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","halfsatBSAV","halfsatB01","halfsatB02","halfsatB03","halfsatB04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","halfsatPSAV","halfsatP01","halfsatP02","halfsatP03","halfsatP04","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","lightlimitation","shadingbyFP","lightattenuation","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV"
20,20,150,10,1,0.25,0.05,0.05,50,100,5,50,100,5,1,396,4,0,0,0,39600,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,0,4.88804439480179e-09,3.21710361142965e-08,NA,1,1,77.7332642371961,81.7082235605862,14
20,20,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,396,4,0,0,0,39600,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,0,6.99002287562665e-08,4.55619465529877e-07,NA,1,1,77.733492833535,81.7076209710406,14
20,20,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,396,4,0,0,0,39600,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,0,6.78583507627975e-07,4.38104701690093e-06,NA,1,1,77.7331931663173,81.709282321827,14
20,20,150,10,5,1.25,0.05,0.05,50,100,5,50,100,5,1,396,4,0,0,0,39600,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,0,0.000180008986788679,0.00111872047558464,NA,0.9,1,77.7333969763055,81.7087983871094,14
20,20,150,10,7.5,1.875,0.05,0.05,50,100,5,50,100,5,1,396,4,0,0,0,39600,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.9,0.9,84.7013470168613,88.6744288785761,10,0.1,0.1,60.0923396853333,65.7227158520323,NA
20,20,150,10,10,2.5,0.05,0.05,50,100,5,50,100,5,1,396,4,0,0,0,39600,400,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.9,0.9,85.4331349982917,89.1094210967411,10,0.1,0.1,59.9172854284555,65.5812659737935,NA
20,20,150,10,1,0.25,0.05,0.05,50,100,5,50,100,5,1,320,80,0,0,0,32000,8000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,0.1,4.71604307603532e-09,3.10390836004759e-08,NA,0.9,0.9,77.7335873004198,81.7078766071072,14
20,20,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,320,80,0,0,0,32000,8000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,0.1,7.30116894241305e-08,4.75904557291618e-07,NA,0.9,0.9,77.733574494799,81.7072574886925,14
20,20,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,320,80,0,0,0,32000,8000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,0.1,7.04394012419888e-07,4.54771117055201e-06,NA,0.9,0.9,77.7336701946341,81.7090122527576,14
20,20,150,10,5,1.25,0.05,0.05,50,100,5,50,100,5,1,320,80,0,0,0,32000,8000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,0.1,0.000186093126088337,0.00115650657353402,NA,0.8,0.9,77.7332557778224,81.7071979645556,14
20,20,150,10,7.5,1.875,0.05,0.05,50,100,5,50,100,5,1,320,80,0,0,0,32000,8000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,1,1,84.7012481221529,88.6789279700994,10,0,0,60.0912653056422,65.7199995937279,NA
20,20,150,10,10,2.5,0.05,0.05,50,100,5,50,100,5,1,320,80,0,0,0,32000,8000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,1,1,85.4321436815098,89.1124766823788,10,0,0,59.918804426169,65.5825552931698,NA
20,20,150,10,1,0.25,0.05,0.05,50,100,5,50,100,5,1,200,200,0,0,0,20000,20000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,0,3.33885079734754e-12,2.19749550774222e-11,NA,1,1,77.7335986039264,81.7078416202827,14
20,20,150,10,2,0.5,0.05,0.05,50,100,5,50,100,5,1,200,200,0,0,0,20000,20000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0,0,3.36249948614372e-10,2.1917381749648e-09,NA,1,1,77.7334078539906,81.7070158850265,14
20,20,150,10,3,0.75,0.05,0.05,50,100,5,50,100,5,1,200,200,0,0,0,20000,20000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,0.1,6.93113628736871e-07,4.47491498538289e-06,NA,0.9,0.9,77.7334676781216,81.7098560950194,14
20,20,150,10,5,1.25,0.05,0.05,50,100,5,50,100,5,1,200,200,0,0,0,20000,20000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,0.1,0.1,0.000185660220761235,0.00115377591010674,NA,0.8,0.9,77.7330867709353,81.7074520995668,14
20,20,150,10,7.5,1.875,0.05,0.05,50,100,5,50,100,5,1,200,200,0,0,0,20000,20000,0,0,0,0.5,0.5,0,0,0,0.1,0.1,0,0,0,0,42,0,0,0,0,0.2,0,0,0,0,0.05,0,0,0,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.01,0.02,0,1,1,84.698959681503,88.6793201051989,10,0,0,60.0919893395078,65.7224418744313,NA
