"simulation","height1","width1","height2","width2","shape","area","size","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_down","prob_up","prob_left","prob_right","wind_direction","full_thresh_wind","mix_freq","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_SAVcover_yr04","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03","avg_FPcover_yr04"
299,20,20,5,5,"rectangle",400,"small",1,1,120,4,2,0.5,4,15,15,100,15,15,100,60,60,0,0,0,6000,6000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,30,0,0,7.48802971657018e-08,4.26116685857271e-07,NA,1,1,99.9139243976152,100,1,70.4307535145609,99.1875365794567,99.9134181641309,99.9139243976152,27.3673874723931,0.32624256484912,0.000171321284564413,7.48802971657018e-08
300,300,300,5,5,"rectangle",90000,"XL",1,1,120,4,2,0.5,4,15,15,100,15,15,100,13500,13500,0,0,0,1350000,1350000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.5,0.5,0.5,0.354,0.25,0.25,0.25,0.25,"all",600,30,0,0,9.96974123804524e-09,5.67341900437534e-08,NA,0.75,0.75,99.9139248702449,100,1,64.6611022096706,99.7775726597823,99.9137931172474,99.9139248702449,38.1794499887285,0.0521527913321563,2.28105445328278e-05,9.96974123804524e-09
301,250,250,5,5,"rectangle",62500,"large",1,1,120,4,2,0.5,4,15,15,100,15,15,100,9375,9375,0,0,0,937500,937500,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.3418,0.5,0.406,0.362,0.1,0.7,0.1,0.1,"up",600,30,0,0,2.36941263862202e-08,1.34834717557385e-07,NA,0.75,1,99.9139248134435,100,1,67.8984889418842,99.762254783033,99.913755551333,99.9139248134435,36.1613154587889,0.0924860295851318,5.42076517388732e-05,2.36941263862202e-08
302,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,15,15,100,15,15,100,1500,1500,0,0,0,150000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.0547,0.5,0.099,0.239,0.1,0.7,0.1,0.1,"up",600,30,0,0,1.18662895587452e-08,6.75267630788523e-08,NA,1,1,99.9139248808083,100,1,71.5222249734188,99.795286282368,99.9138056237859,99.9139248808083,29.8672980858481,0.0564889417477899,2.71487942687474e-05,1.18662895587452e-08
303,20,20,5,5,"rectangle",400,"small",1,1,120,4,2,0.5,4,15,15,100,15,15,100,60,60,0,0,0,6000,6000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.1,0.7,0.1,0.1,"up",600,30,0,0,2.77879635505847e-06,1.58131262683786e-05,NA,0.75,0.75,99.91391321873,100,1,59.9384545087887,94.5426862739721,99.9055401604635,99.91391321873,34.9847771697246,5.62747784284613,0.0063567333270059,2.77879635505847e-06
304,300,300,5,5,"rectangle",90000,"XL",1,1,120,4,2,0.5,4,15,15,100,15,15,100,13500,13500,0,0,0,1350000,1350000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.5,0.5,0.5,0.354,0.1,0.7,0.1,0.1,"up",600,30,0,0,1.15251557011227e-08,6.55854915409187e-08,NA,0.75,0.75,99.913924862713,100,1,65.4964234082365,99.7738231257715,99.913787758937,99.913924862713,38.5642851082121,0.0590407058932298,2.63691913688012e-05,1.15251557011227e-08
305,250,250,5,5,"rectangle",62500,"large",1,1,120,4,2,0.5,4,15,15,100,30,30,100,9375,18750,0,0,0,937500,1875000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.3418,0.5,0.406,0.362,0.25,0.25,0.25,0.25,"all",600,30,0,0,1.85447599900405e-08,1.05531519186982e-07,NA,0.75,0.75,99.913924700722,100,1,47.3415441654133,99.5315819211334,99.9136408702119,99.913924700722,53.4280029777443,0.0968261163292784,4.24299537918571e-05,1.85447599900405e-08
306,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,15,15,100,30,30,100,1500,3000,0,0,0,150000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.0547,0.5,0.099,0.239,0.25,0.25,0.25,0.25,"all",600,30,0,0.25,2.96083393718742e-07,1.6849036177995e-06,NA,0.75,0.75,99.9139230188126,100,1,37.9146148838587,97.9981710559376,99.9123049820397,99.9139230188126,62.7442816832707,0.770926725368977,0.000677350434179996,2.96083393718742e-07
307,20,20,5,5,"rectangle",400,"small",1,1,120,4,2,0.5,4,15,15,100,30,30,100,60,120,0,0,0,6000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,30,0,0,4.70282366216918e-06,2.67620990109727e-05,NA,0.75,0.75,99.9138971642659,100,1,49.7493069729943,91.9124134097737,99.8817751426465,99.9138971642659,53.817098458763,6.99571306472689,0.0107506372421008,4.70282366216918e-06
308,300,300,5,5,"rectangle",90000,"XL",1,1,120,4,2,0.5,4,15,15,100,30,30,100,13500,27000,0,0,0,1350000,2700000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.5,0.5,0.5,0.354,0.25,0.25,0.25,0.25,"all",600,30,0,0,1.1290696959214e-08,6.42512711089297e-08,NA,0.75,0.75,99.9139248273943,100,1,55.149448032489,99.7177399100272,99.9137536275979,99.9139248273943,45.3710091810247,0.0590515116475119,2.58328549199177e-05,1.1290696959214e-08
309,250,250,5,5,"rectangle",62500,"large",1,1,120,4,2,0.5,4,15,15,100,30,30,100,9375,18750,0,0,0,937500,1875000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.3418,0.5,0.406,0.362,0.1,0.7,0.1,0.1,"up",600,30,0,0,1.45806994313866e-08,8.29734859160333e-08,NA,0.75,0.75,99.9139248072848,100,1,57.0507551508212,99.7030781457194,99.9137383029084,99.9139248072848,45.7435999120069,0.0740795248391045,3.3359977209462e-05,1.45806994313866e-08
310,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,15,15,100,30,30,100,1500,3000,0,0,0,150000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.0547,0.5,0.099,0.239,0.1,0.7,0.1,0.1,"up",600,30,0,0,1.08027941626771e-07,6.14747998313819e-07,NA,0.75,0.75,99.9139242345291,100,1,55.8808351413101,99.1131048786228,99.9133022792051,99.9139242345291,51.3535730010194,0.348851531293994,0.000247150581199653,1.08027941626771e-07
311,20,20,5,5,"rectangle",400,"small",1,1,120,4,2,0.5,4,15,15,100,30,30,100,60,120,0,0,0,6000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.1,0.7,0.1,0.1,"up",600,30,0,0,8.74759734848252e-06,4.97794910716778e-05,NA,0.75,0.75,99.9138720663637,100,1,56.2710299145505,89.8859976753346,99.8386634354023,99.9138720663637,50.9258676019957,9.92869818885065,0.0198677919407353,8.74759734848252e-06
312,300,300,5,5,"rectangle",90000,"XL",1,1,120,4,2,0.5,4,15,15,100,30,30,100,13500,27000,0,0,0,1350000,2700000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.5,0.5,0.5,0.354,0.1,0.7,0.1,0.1,"up",600,30,0,0,5.67457994230132e-08,3.22919950864462e-07,NA,0.75,0.75,99.9139245708093,100,1,56.3117261541196,99.6172801935435,99.9135565542203,99.9139245708093,45.1525457306983,0.18098742012504,0.000129794812797941,5.67457994230132e-08
313,250,250,5,5,"rectangle",62500,"large",1,1,120,4,2,0.5,4,15,15,100,45,45,100,9375,28125,0,0,0,937500,2812500,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.3418,0.5,0.406,0.362,0.25,0.25,0.25,0.25,"all",600,30,0,0,2.47687298561508e-08,1.40949879851031e-07,NA,0.75,0.75,99.913924588344,100,1,42.2116818613635,99.3273925230338,99.9135406165647,99.913924588344,57.9434939305759,0.126377139933316,5.66701928627788e-05,2.47687298561508e-08
314,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,15,15,100,45,45,100,1500,4500,0,0,0,150000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.0547,0.5,0.099,0.239,0.25,0.25,0.25,0.25,"all",600,30,0,0,2.00461022775672e-08,1.14075114919379e-07,NA,0.75,0.75,99.9139247211531,100,1,57.1771791451586,99.5578613085447,99.9136622288921,99.9139247211531,47.0995542923027,0.104449023392951,4.58649934674114e-05,2.00461022775672e-08
315,20,20,5,5,"rectangle",400,"small",1,1,120,4,2,0.5,4,15,15,100,45,45,100,60,180,0,0,0,6000,18000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,30,0,0,0.000803312080598458,0.00457248008172406,NA,0.5,0.5,99.9121666964182,100,1,44.214453953934,66.4165872813568,98.2045012147857,99.9121666964182,67.5041418441172,36.9872805889039,0.998646630614544,0.000803312080598458
316,300,300,5,5,"rectangle",90000,"XL",1,1,120,4,2,0.5,4,15,15,100,45,45,100,13500,40500,0,0,0,1350000,4050000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.5,0.5,0.5,0.354,0.25,0.25,0.25,0.25,"all",600,30,0,0,1.90857225804964e-08,1.08609941573448e-07,NA,0.75,0.75,99.9139246654119,100,1,43.6292144274527,99.4607286342156,99.9136076907963,99.9139246654119,55.4413297721976,0.0995299729183224,4.36676492553088e-05,1.90857225804964e-08
317,250,250,5,5,"rectangle",62500,"large",1,1,120,4,2,0.5,4,15,15,100,45,45,100,9375,28125,0,0,0,937500,2812500,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.3418,0.5,0.406,0.362,0.1,0.7,0.1,0.1,"up",600,30,0,0,3.9724710034814e-08,2.26059002282608e-07,NA,0.75,0.75,99.9139246168228,100,1,49.0790951223822,99.5501465294473,99.9135593901712,99.9139246168228,51.7122976942629,0.125412515292316,9.08598454169046e-05,3.9724710034814e-08
318,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,15,15,100,45,45,100,1500,4500,0,0,0,150000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.0547,0.5,0.099,0.239,0.1,0.7,0.1,0.1,"up",600,30,0,0.25,2.08642172771176e-06,1.18730778455151e-05,NA,0.75,0.75,99.9139145710557,100,1,36.6249396241507,94.7337891760805,99.9052999555173,99.9139145710557,68.8034665935228,4.37270920914671,0.00476946566172822,2.08642172771176e-06
319,20,20,5,5,"rectangle",400,"small",1,1,120,4,2,0.5,4,15,15,100,45,45,100,60,180,0,0,0,6000,18000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.1,0.7,0.1,0.1,"up",600,30,0,0,1.35639002914049e-06,7.71872988124309e-06,NA,0.75,0.75,99.9139177105341,100,1,42.237365782899,96.0426852534344,99.907587494243,99.9139177105341,59.585492581952,3.17727312055677,0.00310212744776579,1.35639002914049e-06
320,300,300,5,5,"rectangle",90000,"XL",1,1,120,4,2,0.5,4,15,15,100,45,45,100,13500,40500,0,0,0,1350000,4050000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.5,0.5,0.5,0.354,0.1,0.7,0.1,0.1,"up",600,30,0,0,1.58423145716352e-07,9.01529586872042e-07,NA,0.75,0.75,99.9139238438689,100,1,43.1722094108153,99.1897963952013,99.9127190985854,99.9139238438689,56.5381848037307,0.289120989583771,0.000362470237915757,1.58423145716352e-07
321,250,250,5,5,"rectangle",62500,"large",1,1,120,4,2,0.5,4,30,30,100,1,1,100,18750,625,0,0,0,1875000,62500,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.3418,0.5,0.406,0.362,0.25,0.25,0.25,0.25,"all",600,30,0,0,3.98775389520172e-10,2.26928645108417e-09,NA,1,1,99.9139250130529,100,1,91.7138565153464,99.9088876597579,99.9139186135113,99.9139250130529,2.43945804135508,0.00208739787128902,9.12389919280414e-07,3.98775389520172e-10
322,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,30,30,100,1,1,100,3000,100,0,0,0,300000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.0547,0.5,0.099,0.239,0.25,0.25,0.25,0.25,"all",600,30,0,0,3.57341755705151e-10,2.03350263316533e-09,NA,1,1,99.913925013248,100,1,91.806642996103,99.9084878270396,99.9139187515298,99.913925013248,1.4701904736187,0.00187038215205502,8.17590545579008e-07,3.57341755705151e-10
323,20,20,5,5,"rectangle",400,"small",1,1,120,4,2,0.5,4,30,30,100,1,1,100,120,4,0,0,0,12000,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,30,0,0,5.33439276977439e-10,3.03560991023067e-09,NA,1,1,99.9139250099113,100,1,91.4135390507752,99.9035766952074,99.9139157634475,99.9139250099113,1.40413639376886,0.00279033965301958,1.220497492396e-06,5.33439276977439e-10
324,300,300,5,5,"rectangle",90000,"XL",1,1,120,4,2,0.5,4,30,30,100,1,1,100,27000,900,0,0,0,2700000,90000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.5,0.5,0.5,0.354,0.25,0.25,0.25,0.25,"all",600,30,0,0,2.7853299075054e-10,1.58503046750564e-09,NA,1,1,99.9139250144087,100,1,91.9177245328834,99.9096657164091,99.9139197703013,99.9139250144087,1.91869383389952,0.00145803018269523,6.37277787395476e-07,2.7853299075054e-10
325,250,250,5,5,"rectangle",62500,"large",1,1,120,4,2,0.5,4,30,30,100,1,1,100,18750,625,0,0,0,1875000,62500,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.3418,0.5,0.406,0.362,0.1,0.7,0.1,0.1,"up",600,30,0,0,2.59950608356183e-10,1.47928485340619e-09,NA,1,1,99.9139250146054,100,1,91.9937146048472,99.909759593961,99.9139199367611,99.9139250146054,1.85271585290918,0.00136071421713431,5.94761592954746e-07,2.59950608356183e-10
326,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,30,30,100,1,1,100,3000,100,0,0,0,300000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.0547,0.5,0.099,0.239,0.1,0.7,0.1,0.1,"up",600,30,0,0,3.62237810835955e-10,2.06136431157602e-09,NA,1,1,99.913925013618,100,1,91.8329491993098,99.9090618474096,99.9139191117712,99.913925013618,1.91095142133624,0.0018960101019204,8.28792569647404e-07,3.62237810835955e-10
327,20,20,5,5,"rectangle",400,"small",1,1,120,4,2,0.5,4,30,30,100,1,1,100,120,4,0,0,0,12000,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.1,0.7,0.1,0.1,"up",600,30,0,0,4.89016025700567e-10,2.78281325941424e-09,NA,1,1,99.9139250124476,100,1,91.6104419489737,99.9083934529219,99.9139181404167,99.9139250124476,1.41713149056634,0.00255984034078926,1.11885863398614e-06,4.89016025700567e-10
328,300,300,5,5,"rectangle",90000,"XL",1,1,120,4,2,0.5,4,30,30,100,1,1,100,27000,900,0,0,0,2700000,90000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.5,0.5,0.5,0.354,0.1,0.7,0.1,0.1,"up",600,30,0,0,2.28585006666787e-10,1.30079456320844e-09,NA,1,1,99.9139250149976,100,1,92.0458864988535,99.9100022522617,99.9139202753876,99.9139250149976,1.55516657899523,0.00119655327794395,5.22997779222622e-07,2.28585006666787e-10
329,250,250,5,5,"rectangle",62500,"large",1,1,120,4,2,0.5,4,30,30,100,5,5,100,18750,3125,0,0,0,1875000,312500,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.3418,0.5,0.406,0.362,0.25,0.25,0.25,0.25,"all",600,30,0,0,1.28315348942533e-09,7.3019622197142e-09,NA,1,1,99.9139250028907,100,1,89.3743564557821,99.9030293730532,99.9139099232507,99.9139250028907,8.17826906649024,0.00671657044908709,2.93582873841482e-06,1.28315348942533e-09
330,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,30,30,100,5,5,100,3000,500,0,0,0,300000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.0547,0.5,0.099,0.239,0.25,0.25,0.25,0.25,"all",600,30,0,0,2.23052407321192e-09,1.26931054224424e-08,NA,1,1,99.9139249938491,100,1,88.5284101139846,99.8974875060103,99.9139023816398,99.9139249938491,8.84844270716628,0.0116742809343351,5.10339255471553e-06,2.23052407321192e-09
331,20,20,5,5,"rectangle",400,"small",1,1,120,4,2,0.5,4,30,30,100,5,5,100,120,20,0,0,0,12000,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,30,0,0,2.8062928522509e-09,1.59695972155548e-08,NA,1,1,99.9139249772008,100,1,88.0069890309996,99.864979748497,99.9138871156212,99.9139249772008,6.49795759920636,0.0146783334290216,6.42073855842489e-06,2.8062928522509e-09
332,300,300,5,5,"rectangle",90000,"XL",1,1,120,4,2,0.5,4,30,30,100,5,5,100,27000,4500,0,0,0,2700000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.5,0.5,0.5,0.354,0.25,0.25,0.25,0.25,"all",600,30,0,0,1.91698755354351e-09,1.09088825362779e-08,NA,1,1,99.9139249959868,100,1,88.2914761183889,99.8991331277344,99.9139040585037,99.9139249959868,10.644517053,0.0100339914267909,4.38602782846279e-06,1.91698755354351e-09
333,250,250,5,5,"rectangle",62500,"large",1,1,120,4,2,0.5,4,30,30,100,5,5,100,18750,3125,0,0,0,1875000,312500,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.3418,0.5,0.406,0.362,0.1,0.7,0.1,0.1,"up",600,30,0,0,2.78282805269242e-09,1.58360675461884e-08,NA,1,1,99.9139249865169,100,1,87.0684626223304,99.8934222016416,99.9138960100479,99.9139249865169,14.266308578358,0.0145649256248973,6.36704979063213e-06,2.78282805269242e-09
334,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,30,30,100,5,5,100,3000,500,0,0,0,300000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.0547,0.5,0.099,0.239,0.1,0.7,0.1,0.1,"up",600,30,0,0,2.40392789146016e-09,1.3679883810498e-08,NA,1,1,99.9139249925681,100,1,88.1015182205477,99.89746562666,99.9139013594722,99.9139249925681,9.67377837035013,0.0125823933386379,5.50013664937761e-06,2.40392789146016e-09
335,20,20,5,5,"rectangle",400,"small",1,1,120,4,2,0.5,4,30,30,100,5,5,100,120,20,0,0,0,12000,2000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.1,0.7,0.1,0.1,"up",600,30,0,0,2.23016085803929e-09,1.26910384971693e-08,NA,1,1,99.9139249957904,100,1,89.486220957402,99.8989789045834,99.9139042416163,99.9139249957904,6.70041863400624,0.0116713699951301,5.1025610214045e-06,2.23016085803929e-09
336,300,300,5,5,"rectangle",90000,"XL",1,1,120,4,2,0.5,4,30,30,100,5,5,100,27000,4500,0,0,0,2700000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.5,0.5,0.5,0.354,0.1,0.7,0.1,0.1,"up",600,30,0,0,1.32970814489337e-09,7.56688792198958e-09,NA,1,1,99.9139250030839,100,1,89.8135813422586,99.9031451698034,99.913910163717,99.9139250030839,8.18025391719291,0.00695980173051091,3.04234400772477e-06,1.32970814489337e-09
