"simulation","height1","width1","height2","width2","shape","area","size","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_down","prob_up","prob_left","prob_right","wind_direction","full_thresh_wind","mix_freq","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_SAVcover_yr04","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03","avg_FPcover_yr04"
21,250,250,5,5,"rectangle",62500,"large",1,1,120,4,1,0.25,4,1,1,100,15,15,100,625,9375,0,0,0,62500,937500,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.3418,0.5,0.406,0.362,0.1,0.7,0.1,0.1,"up",600,30,0,0,2.35998923846587e-06,1.37956955479848e-05,NA,0.75,0.75,99.9138923637767,100,1,21.4512919385402,89.4735381109196,99.864545652802,99.9138923637767,39.1867986880331,4.53776724648834,0.00699488998798776,2.35998923846587e-06
22,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.0547,0.5,0.099,0.239,0.1,0.7,0.1,0.1,"up",600,30,0,0,0.000640238774785288,0.00374158567802484,NA,0.75,0.75,99.9103479362759,100,1,20.771267840716,79.535185490768,98.3954282537883,99.9103479362759,44.1882763543866,10.8654636945594,0.672766404241517,0.000640238774785288
23,20,20,5,5,"rectangle",400,"small",1,1,120,4,1,0.25,4,1,1,100,15,15,100,4,60,0,0,0,400,6000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.1,0.7,0.1,0.1,"up",600,30,0.25,0.25,0.0135814065665808,0.0776986350673563,NA,0.5,0.5,99.8220446085259,100,1,9.70397755962301,36.8780094264028,81.4237780327841,99.8220446085259,73.8063231344485,48.8169870601886,12.3089803878493,0.0135814065665808
24,300,300,5,5,"rectangle",90000,"XL",1,1,120,4,1,0.25,4,1,1,100,15,15,100,900,13500,0,0,0,90000,1350000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.5,0.5,0.5,0.354,0.1,0.7,0.1,0.1,"up",600,30,0,0,1.31427086832489e-05,7.68270786836775e-05,NA,0.75,0.75,99.9138287520962,100,1,23.3705421151707,91.4115690444039,99.8395770585788,99.9138287520962,33.4279096751537,2.48164384152945,0.0163856129540394,1.31427086832489e-05
25,250,250,5,5,"rectangle",62500,"large",1,1,120,4,1,0.25,4,1,1,100,30,30,100,625,18750,0,0,0,62500,1875000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.3418,0.5,0.406,0.362,0.25,0.25,0.25,0.25,"all",600,30,0,0,6.01276967894073e-05,0.000351480439309354,NA,0.75,0.75,99.9137117417613,100,1,18.0517441823161,86.4802514425974,99.6788945840867,99.9137117417613,41.5905073481029,6.21027575874731,0.0744752339660864,6.01276967894073e-05
26,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.0547,0.5,0.099,0.239,0.25,0.25,0.25,0.25,"all",600,30,0,0.25,0.0209008171928874,0.0837262856422531,NA,0.5,0.5,99.7930672841349,100,1,12.0516887340922,61.3833149772945,94.6011991137375,99.7930672841349,67.9040933058492,25.0994552895621,2.79256864572288,0.0209008171928874
27,20,20,5,5,"rectangle",400,"small",1,1,120,4,1,0.25,4,1,1,100,30,30,100,4,120,0,0,0,400,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,"all",600,30,0.25,0.25,0.381618386330697,1.30682582053186,NA,0.5,0.5,98.9868559839881,100,1,9.74515746900934,40.1271562331153,84.361821495054,98.9868559839881,80.669410249654,44.8765549521402,8.85424518530752,0.381618386330697
28,300,300,5,5,"rectangle",90000,"XL",1,1,120,4,1,0.25,4,1,1,100,30,30,100,900,27000,0,0,0,90000,2700000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.5,0.5,0.5,0.354,0.25,0.25,0.25,0.25,"all",600,30,0,0,5.71874117107612e-05,0.000334296806896781,NA,0.75,0.75,99.913601108779,100,1,23.5234914896425,91.1279455816988,99.7075731162699,99.913601108779,33.9287179204843,3.29575823567211,0.0637073990286717,5.71874117107612e-05
29,250,250,5,5,"rectangle",62500,"large",1,1,120,4,1,0.25,4,1,1,100,30,30,100,625,18750,0,0,0,62500,1875000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.3418,0.5,0.406,0.362,0.1,0.7,0.1,0.1,"up",600,30,0,0,3.95707386551703e-06,2.31315678476545e-05,NA,0.75,0.75,99.9138945815232,100,1,23.4047439872368,91.8262656519016,99.8742982998872,99.9138945815232,34.3915934941017,2.85689622955498,0.00772592671642207,3.95707386551703e-06
30,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.0547,0.5,0.099,0.239,0.1,0.7,0.1,0.1,"up",600,30,0,0,0.00048386217811261,0.00282480407465018,NA,0.75,0.75,99.9012000134867,100,1,18.6409108404309,81.8887308320055,98.1036718661143,99.9012000134867,47.1464549715095,9.17876201019131,0.448856638394878,0.00048386217811261
31,20,20,5,5,"rectangle",400,"small",1,1,120,4,1,0.25,4,1,1,100,30,30,100,4,120,0,0,0,400,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.1,0.7,0.1,0.1,"up",600,30,0.25,0.25,0.00156849976191232,0.00916879633392304,NA,0.5,0.5,99.9062423909561,100,1,10.6377896249409,52.1483558880337,96.1270450263107,99.9062423909561,75.3458443837023,34.0875847579491,1.76987818371447,0.00156849976191232
32,300,300,5,5,"rectangle",90000,"XL",1,1,120,4,1,0.25,4,1,1,100,30,30,100,900,27000,0,0,0,90000,2700000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.5,0.5,0.5,0.354,0.1,0.7,0.1,0.1,"up",600,30,0,0,5.5635076792342e-06,3.25223672694861e-05,NA,0.75,0.75,99.9138431083812,100,1,17.6465261936432,85.8647959289408,99.7605612037043,99.9138431083812,41.8386580546483,6.49278828293639,0.0140764082151662,5.5635076792342e-06
33,250,250,5,5,"rectangle",62500,"large",1,1,120,4,1,0.25,4,1,1,100,45,45,100,625,28125,0,0,0,62500,2812500,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.3418,0.5,0.406,0.362,0.25,0.25,0.25,0.25,"all",600,30,0,0,0.000266397920328448,0.00104855571860257,NA,0.75,0.75,99.9075120195416,100,1,19.4843000184449,88.2855683294646,99.4637777843649,99.9075120195416,37.8783284221724,4.66013575732123,0.161932426042351,0.000266397920328448
34,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,1,0.25,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.0547,0.5,0.099,0.239,0.25,0.25,0.25,0.25,"all",600,30,0,0,0.00084579910865469,0.00405785864844994,NA,0.75,0.75,99.9043853958772,100,1,15.8814448691292,80.2627092303779,98.3031812221264,99.9043853958772,47.9826743584809,9.8630780538128,0.669433918813266,0.00084579910865469
