"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,80.9901102952539,82.187510662193,145,0.966666666666667,7,32396.0441181015
2,76.4358553412166,82.1486484676364,134,0.893333333333333,18,30574.3421364866
3,76.4333819788165,82.1582632061703,134,0.893333333333333,18,30573.3527915266
4,76.4283805066537,82.1350211666564,134,0.893333333333333,18,30571.3522026615
5,76.4340372408739,82.1622266948912,134,0.893333333333333,18,30573.6148963496
6,76.4272347879754,82.1338393026854,134,0.893333333333333,18,30570.8939151902
7,76.4220419248263,82.1344119627944,134,0.893333333333333,18,30568.8167699305
8,76.431177940663,82.1419343938611,134,0.893333333333333,18,30572.4711762652
9,76.4284525900588,82.129418761205,134,0.893333333333333,18,30571.3810360235
10,76.4277508914143,82.1398199511444,134,0.893333333333333,18,30571.1003565657
11,8.21223598965893,8.21223598965893,0,0,NA,3284.89439586357
