"simulation","height1","width1","height2","width2","shape","area","size","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_down","prob_up","prob_left","prob_right","wind_direction","full_thresh_wind","mix_freq","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_SAVcover_yr04","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03","avg_FPcover_yr04"
500,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,5,1.25,4,45,45,100,45,45,100,4500,4500,0,0,0,450000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,0,0.25,5.4310669878678e-07,2.99235350275333e-06,NA,0.75,0.75,99.9139239722532,100,1,60.8479286853322,99.1910754493813,99.9132187937958,99.9139239722532,65.5078872322565,0.57726823590819,0.000567313232627912,5.4310669878678e-07
501,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,0,0,2.01373062479755e-07,1.11807649146034e-06,NA,0.75,0.75,99.9139233479657,100,1,44.4562628238535,97.4967004419575,99.9123870701314,99.9139233479657,14.0341857137536,0.170126209104251,0.00019104649915088,2.01373062479755e-07
502,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,0,0,3.39737623271662e-07,1.88631315094138e-06,NA,0.75,0.75,99.9139205242685,100,1,43.6428535491144,96.1486000484725,99.908083078585,99.9139205242685,14.5610372511427,0.277088086541934,0.00032230875771613,3.39737623271662e-07
503,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,0,0,4.63166495193307e-06,2.5716229222194e-05,NA,0.75,0.75,99.9139147812419,100,1,39.5731023191032,93.2774413294321,99.9058511834635,99.9139147812419,24.934627647231,2.95320818359213,0.00439298945356296,4.63166495193307e-06
504,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,0,0,1.30783610637661e-05,7.26145469426859e-05,NA,0.75,0.75,99.9139050028308,100,1,42.9083300674962,93.2930140650807,99.8974887693807,99.9139050028308,18.6599323974446,5.41120564897588,0.012329178978633,1.30783610637661e-05
505,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,1,96.5657348454532,99.9943779451211,1,0,0,2.35007072785918,4.37342725985881,NA,9.44609382780175,10.0941421485678,1.90786377917318,2.35007072785918,74.3338240829036,91.0426156284722,97.2546296191099,96.5657348454532
506,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,0,0,3.42265123239514e-05,0.000190034705672615,NA,0.5,0.75,99.9132808833824,100,1,17.4179117351731,69.776690329001,99.0757382353301,99.9132808833824,52.4626941200742,13.9842762848879,0.0312413054260503,3.42265123239514e-05
507,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,0.75,1,98.6251997042996,100,2,0,0,1.34075170733726,1.82754346854658,NA,17.0898190422314,22.1916104712295,7.50820264387997,1.34075170733726,67.6815138886817,88.9815841607472,94.9001643287358,98.6251997042996
508,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,1,1,98.1969323894879,100,1,0,0,1.3575507207094,1.74434684557415,NA,8.43570237820837,2.41310063185393,1.25560016849703,1.3575507207094,81.4536191479562,97.2965482769603,98.3504799745797,98.1969323894879
509,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,1,97.5152462006212,100,2,0,0,0.681617204153858,0.963308737466079,NA,2.62582367291829,1.55182004176804,1.00452957959005,0.681617204153858,89.2133598481744,96.4484678920004,97.939487631501,97.5152462006212
510,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,1,1,98.8410431541703,100,1,0,0,0.048963807856932,0.0882709695344624,NA,2.16576882529429,0.281183522595147,0.252362375942079,0.048963807856932,89.4980242163268,98.3425888635805,99.0089526038168,98.8410431541703
511,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,1,1,97.9689967903885,100,1,0,0,1.03281755874727,1.4991926747454,NA,2.13255778598662,0.730130462340039,0.55646827892083,1.03281755874727,89.7596489264164,98.2107406929816,98.6803553926555,97.9689967903885
512,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,1,1,98.7254758199234,100,2,0,0,0.27203103168021,0.371748927962508,NA,2.10194406106165,0.129878356822688,0.291157913740728,0.27203103168021,91.2501296503587,97.6199891947681,97.738204608794,98.7254758199234
513,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,1,97.4480975818363,100,1,0,0,0.241809883287899,0.305354894208488,NA,1.34375333049638,0.262754214540558,0.122602825704877,0.241809883287899,91.3568577268251,97.5103031096652,98.629096961671,97.4480975818363
514,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,1,1,96.8935678269456,100,1,0,0,0.738670026895864,1.16511240820081,NA,1.53751782918688,0.696509934202387,1.01298781146453,0.738670026895864,91.2334873675219,97.8822091824481,97.2101573066805,96.8935678269456
515,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,1,1,98.8763956855599,100,1,0,0,0.419151373390731,0.538246836074371,NA,1.15398122970915,0.465706283705428,0.35707730667861,0.419151373390731,92.5280414433729,98.1272159513012,98.0829647742082,98.8763956855599
516,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,1,1,97.6167460807997,100,1,0,0,0.149500170045568,0.248116125339781,NA,1.25893123778634,0.389621627720089,0.0491941896204045,0.149500170045568,93.9647314882652,98.5047058863542,98.4175489553554,97.6167460807997
517,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,1,98.501948391908,100,1,0,0,0.224989316080256,0.364652383769223,NA,1.22549017179113,0.217216458198088,0.159576925098993,0.224989316080256,93.3005427766227,97.8880169239837,98.3890041269753,98.501948391908
518,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,1,1,98.5979496019016,100,1,0,0,0.366201157699264,0.532698986815736,NA,0.930516755733606,0.379327999267291,0.286782435800184,0.366201157699264,95.4732957511793,97.6635096178939,98.4425268708888,98.5979496019016
519,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,1,1,98.4642043296181,100,2,0,0,0.794090607338979,0.847435718756077,NA,1.25543921169361,0.552142091429546,0.367302752273075,0.794090607338979,93.8957879988966,98.4944260823313,97.512687813616,98.4642043296181
520,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,1,1,98.7244623931195,100,1,0,0,0.149790672647522,0.401619084809865,NA,0.862210073335251,0.42172164702397,0.302559050819407,0.149790672647522,95.6739047785854,97.7757273454718,98.9341788917329,98.7244623931195
521,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,0,0,1.64673929003526e-08,9.14313191049983e-08,NA,1,1,99.9139249754332,100,1,76.5598993323155,99.8840804873061,99.9138903055635,99.9139249754332,5.71293357378374,0.014820551133368,1.56230433634684e-05,1.64673929003526e-08
522,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,0,0,2.34074734006298e-08,1.29964480878514e-07,NA,1,1,99.9139249699792,100,1,77.3310868895403,99.887123690815,99.9138885397932,99.9139249699792,6.6390252337838,0.0210642463585663,2.22072850824958e-05,2.34074734006298e-08
523,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,0,0,5.24592914483339e-08,2.91267855514795e-07,NA,1,1,99.9139249213098,100,1,75.3104478251129,99.8574793162869,99.9138563933347,99.9139249213098,8.92400636691332,0.0467926988846628,4.97694847199383e-05,5.24592914483339e-08
524,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,0,0,1.53057833178628e-07,8.4981755763443e-07,NA,1,1,99.9139247690924,100,1,72.9439342911337,99.755962923067,99.9137607636934,99.9139247690924,13.0895210831392,0.131024252107752,0.000145209814803449,1.53057833178628e-07
525,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,0,0,6.68133138323562e-08,3.7096518292703e-07,NA,0.75,1,99.9139248796052,100,1,68.1570736953564,99.8269092023167,99.9138235904942,99.9139248796052,19.5688394886964,0.0601026673343913,6.33875112713313e-05,6.68133138323562e-08
526,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,0,0,2.41519311376814e-07,1.34097907340257e-06,NA,0.75,0.75,99.9139245348115,100,1,55.1537655725093,99.4838275047173,99.9135804280754,99.9139245348115,35.0510254383094,0.210250623533108,0.000229135342193055,2.41519311376814e-07
527,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,0,0,1.03251544297499e-06,5.73279876306637e-06,NA,0.75,0.75,99.913923242948,100,1,49.0779160199432,98.3420511630329,99.9127390452604,99.913923242948,45.7151981410681,0.836479964768936,0.000979566751456516,1.03251544297499e-06
528,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,0,0,6.45963198343254e-06,3.58655888480779e-05,NA,0.75,0.75,99.9139158191883,100,1,45.6887625098971,95.6850386970186,99.90811980704,99.9139158191883,49.5057356986198,3.7654945489546,0.00612784709845477,6.45963198343254e-06
529,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,1,97.3799453302101,100,4,0,0,2.45275769231651,2.78278944814133,NA,9.02878889853885,1.76464690460526,2.04810259376872,2.45275769231651,91.0606813772393,97.518041338209,95.8229972106073,97.3799453302101
530,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,0.25,0.25,2.27035886652446e-05,0.000126056343396618,NA,0.75,0.75,99.9138900836891,100,1,21.868447191528,84.9647607694159,99.8907161278819,99.9138900836891,72.5193328201236,13.8111562775331,0.0215376657937771,2.27035886652446e-05
531,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,0.25,0.25,0.000471562378146851,0.00261824537951562,NA,0.5,0.5,99.9133108834801,100,1,21.0378430670352,59.1131075679999,99.1314885051183,99.9133108834801,76.1063038172729,51.5475064316952,0.426162129584496,0.000471562378146851
532,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,1,1,98.1779989883568,100,1,0,0,2.29336599206161,2.67667369632094,NA,10.5169072281032,4.01017806825373,3.4259376893591,2.29336599206161,89.1986516084188,96.281104512208,97.7763267002329,98.1779989883568
533,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,1,98.1038106540664,100,1,0,0,1.13821937189475,1.37474370599686,NA,6.52037358523075,1.17506592562269,1.13078444786917,1.13821937189475,92.2881782551921,97.7213813352269,98.506677647317,98.1038106540664
534,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,1,1,97.0587687370789,99.990494098733,1,0,0,1.05055288420535,1.97876971256296,NA,7.44902052220022,1.51958169751343,1.15148105986909,1.05055288420535,91.1784699135655,97.6348725950603,98.3898642426048,97.0587687370789
535,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,1,1,98.2782603844324,100,2,0,0,1.88635003210277,2.1675145228997,NA,7.30513992743217,1.61239214967482,3.39792155867732,1.88635003210277,91.6113247821436,96.2577866554365,97.0957357346236,98.2782603844324
536,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,1,1,98.7455754377345,100,1,0,0,1.07180542574563,1.38722143380006,NA,6.71479451485215,1.74235658067153,1.37281815916676,1.07180542574563,92.4950755449609,98.0293717806921,98.6219069525347,98.7455754377345
537,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,1,98.2595273001914,100,1,0,0,1.29194275639284,1.74397376224719,NA,4.49210596896332,1.34347786589533,1.25987635790896,1.29194275639284,95.0195490096967,97.5887938837681,98.6723958691284,98.2595273001914
538,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,6,1.5,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,1,1,97.8020095464966,100,2,0,0,0.58428864681359,0.859153228909726,NA,5.38126291457019,0.379799141438737,0.642169168493615,0.58428864681359,93.5636398746874,98.2923002660689,96.5599203187027,97.8020095464966
