"simulation","height1","width1","height2","width2","shape","area","size","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_down","prob_up","prob_left","prob_right","wind_direction","full_thresh_wind","mix_freq","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_SAVcover_yr04","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03","avg_FPcover_yr04"
102,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,0,0,5.74326867424769e-09,3.26828642770033e-08,NA,0.75,0.75,99.9139242769918,100,1,47.7151040148932,98.6395346332382,99.9132251068085,99.9139242769918,9.79306332824029,0.0292788417838924,1.31404199980283e-05,5.74326867424769e-09
103,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,0,0,9.42055998924037e-08,5.36090015575553e-07,NA,0.75,0.75,99.9139211332785,100,1,39.8796723407276,95.3741146666164,99.9099283612216,99.9139211332785,21.8084985649479,0.373368801884393,0.000215519432335937,9.42055998924037e-08
104,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,0,0,2.04800110224174e-07,1.16544378171141e-06,NA,0.75,0.75,99.9139180332658,100,1,44.598429212061,96.4371282653013,99.9017018164141,99.9139180332658,14.6149460418599,0.570048601087053,0.000449717717902245,2.04800110224174e-07
105,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,0,0,1.40528756164659e-08,7.99698574296434e-08,NA,0.75,0.75,99.9138724597103,100,1,29.5903021694174,92.1223555448318,99.7951234760381,99.9138724597103,27.6980400948751,0.0692638791093848,3.21144562950629e-05,1.40528756164659e-08
106,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,0,0,2.38546536638033e-08,1.35748207052537e-07,NA,0.75,0.75,99.9139183723615,100,1,30.8637018428897,94.393613730402,99.9032851091086,99.9139183723615,29.6143211091364,0.114591216110991,5.45743175623566e-05,2.38546536638033e-08
107,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,0,0,2.90907495015607e-07,1.6554495287769e-06,NA,0.75,0.75,99.913915567932,100,1,23.1949886037377,90.2276584932372,99.9039252229487,99.913915567932,38.8424086963078,0.957040381138453,0.000665481556325729,2.90907495015607e-07
108,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,0,0,1.40902976420306e-06,8.0182820242069e-06,NA,0.75,0.75,99.9139061314443,100,1,29.2981712534758,89.6545127538408,99.8906870455322,99.9139061314443,37.4704305483263,3.64285561353941,0.00322231715782814,1.40902976420306e-06
109,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,0,0,3.5613501521728e-08,2.02663579740501e-07,NA,0.75,0.75,99.913902933584,100,1,17.4821672766044,89.322690264952,99.8710423183179,99.913902933584,42.2631051753219,0.167994134864109,8.14495224380034e-05,3.5613501521728e-08
110,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,0,0,7.46784891294942e-08,4.24968282502301e-07,NA,0.75,0.75,99.9139154062592,100,1,15.0867617687253,89.1333644459334,99.9023559130654,99.9139154062592,45.9499179386306,0.319214202048904,0.000170852423478092,7.46784891294942e-08
111,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,0,0,4.68712602704071e-07,2.66727689609636e-06,NA,0.75,0.75,99.9138831692499,100,1,15.6377320447506,86.990518158065,99.828016859803,99.9138831692499,47.0327989387855,1.33561115152509,0.00106323417258014,4.68712602704071e-07
112,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,0,0,1.51014891333653e-05,8.59376935496795e-05,NA,0.75,0.5,99.9134785736495,100,1,11.3600887814099,70.1680208794449,99.1513476292653,99.9134785736495,59.0334973787213,14.7614955165695,0.0303602322212332,1.51014891333653e-05
113,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,0,0.25,3.67644968407124e-07,2.09213717750376e-06,NA,0.75,0.75,99.9137273945191,100,1,6.88913952564993,76.1076584639691,99.5503794269955,99.9137273945191,62.350773955263,1.39128245315026,0.00083865812951826,3.67644968407124e-07
114,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,0,0,9.17609032468501e-08,5.22178163663659e-07,NA,0.75,0.75,99.9139056953335,100,1,12.386745620856,85.9206359701661,99.8837282932011,99.9139056953335,47.8898944301141,0.371123244109308,0.000209894948747747,9.17609032468501e-08
115,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,0,0,3.27153778133896e-06,1.86172240815586e-05,NA,0.75,0.75,99.9137567286305,100,1,9.36155490276639,72.9346234242781,99.5651989931099,99.9137567286305,57.1978202503918,6.85260080338359,0.00732655036481552,3.27153778133896e-06
116,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,0,0,7.49839108261565e-06,4.26731337507463e-05,NA,0.75,0.75,99.9135816068292,100,1,14.6217956013447,81.7050177923795,99.4792024318763,99.9135816068292,46.0211374052787,5.16527282117284,0.0135400600356715,7.49839108261565e-06
117,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,0,0.25,3.91086834166799e-07,2.22554029690425e-06,NA,0.75,0.75,99.9133698446442,100,1,5.88249048605256,73.391631148937,99.4955300009044,99.9133698446442,61.5212622493156,1.42338741244632,0.000892373647470623,3.91086834166799e-07
118,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,0,0,7.7369599726319e-07,4.40283101932402e-06,NA,0.75,0.75,99.9136498831442,100,1,6.99386071980703,74.1801732674095,99.5376643951233,99.9136498831442,59.6713732591423,2.44765658191647,0.00176380078923404,7.7369599726319e-07
119,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,0,0.25,6.24404340856175e-06,3.55326840650046e-05,NA,0.5,0.75,99.9137417886422,100,1,6.90274198341983,67.819557836635,99.533062988858,99.9137417886422,64.0384017688397,12.2857564894806,0.0139567191520074,6.24404340856175e-06
120,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,0,0,1.81699429516538e-05,0.000103402510545037,NA,0.75,0.75,99.9131965383747,100,1,10.2779735255799,72.637339879676,99.2252788044213,99.9131965383747,54.1260943556178,12.3117797474646,0.0329569422975334,1.81699429516538e-05
121,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,0,0,2.50242815619416e-10,1.42404131728903e-09,NA,1,1,99.9139250040264,100,1,79.2034436382632,99.8996814335979,99.9139097885179,99.9139250040264,1.69164733794838,0.00130987350503981,5.72550411040571e-07,2.50242815619416e-10
122,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,0,0,3.8398814861674e-10,2.18513761377368e-09,NA,1,1,99.9139250023112,100,1,78.631165609688,99.8988598975553,99.913908303374,99.9139250023112,2.06297571107044,0.00200980155265528,8.78556973601898e-07,3.8398814861674e-10
123,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,0,0,1.15781680699805e-09,6.58871651301884e-09,NA,1,1,99.913924989344,100,1,76.867905567183,99.8855544905223,99.9138967953724,99.913924989344,4.71846486191873,0.00605897029371211,2.64906053253872e-06,1.15781680699805e-09
124,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,0,0,1.65278272005767e-09,9.40538842843859e-09,NA,1,1,99.9139249812473,100,1,76.4536268264862,99.8746837374278,99.9138896242064,99.9139249812473,5.39152435408542,0.00864817871214656,3.78153200335964e-06,1.65278272005767e-09
125,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,0,0,1.74057774175173e-09,9.9049981297179e-09,NA,1,1,99.9139249736989,100,1,71.0594646072967,99.8727542793446,99.913882494524,99.9139249736989,11.0840127037181,0.00910960726955714,3.98240533754842e-06,1.74057774175173e-09
126,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,0,0,1.94357016217563e-09,1.10601545457279e-08,NA,1,1,99.9139249740651,100,1,73.1559038065466,99.8707808151383,99.913883087413,99.9139249740651,10.306573221717,0.0101673528110438,4.44684779742879e-06,1.94357016217563e-09
127,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,0,0,3.22060958058698e-09,1.83273238039074e-08,NA,1,1,99.9139249548349,100,1,70.485278505677,99.8534285285159,99.9138661728556,99.9139249548349,13.0849906077502,0.0168539889650573,7.36868613331766e-06,3.22060958058698e-09
128,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,0,0,4.10198391800764e-09,2.33429062504529e-08,NA,0.75,1,99.9139249345224,100,1,68.499317381136,99.8244672989044,99.9138477566245,99.9139249345224,15.3629392392771,0.021451299216249,9.3852507538816e-06,4.10198391800764e-09
129,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,0,0,3.55775920022343e-09,2.02459202988633e-08,NA,0.75,1,99.9139249328147,100,1,63.4823399530398,99.8278432894557,99.9138454740888,99.9139249328147,20.0203948349586,0.0186165721972653,8.14007641048347e-06,3.55775920022343e-09
130,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,0,0,3.99154910504754e-09,2.27144616927244e-08,NA,0.75,0.75,99.9139249171422,100,1,61.5470320477116,99.8008538307871,99.9138309753142,99.9139249171422,21.8944057832083,0.0208611380978488,9.13257749469723e-06,3.99154910504754e-09
131,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,0,0,1.02029931387374e-08,5.80615422432373e-08,NA,0.75,0.75,99.9139248020556,100,1,55.7843890641619,99.6146799940159,99.9137281074062,99.9139248020556,31.6371930245604,0.0528731865190722,2.33442033727679e-05,1.02029931387374e-08
132,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,0,0,9.01853769386400e-09,5.13212348746156e-08,NA,0.75,0.75,99.9139248169068,100,1,54.5631245626465,99.6457221284776,99.9137409076462,99.9139248169068,31.8127678054255,0.046831355384936,2.06342040817874e-05,9.01853769386400e-09
133,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,0,0,5.13489485716219e-09,2.92208286753437e-08,NA,0.75,0.75,99.9139248772549,100,1,55.0033820634088,99.7431146645405,99.9137941149877,99.9139248772549,28.3161526729712,0.0268569744107532,1.17485250250499e-05,5.13489485716219e-09
134,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,0,0,1.43955404754924e-08,8.19198124878559e-08,NA,0.75,0.75,99.913924495644,100,1,38.8663115160137,99.0942505512005,99.9134407252631,99.913924495644,45.9637704818183,0.0741374652993894,3.29365980360662e-05,1.43955404754924e-08
135,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,0,0,1.49085849568947e-08,8.48393627291167e-08,NA,0.75,0.75,99.913924660626,100,1,44.050172947208,99.3479345459336,99.9135982349157,99.913924660626,42.3189123786011,0.0764475196421797,3.41104677855692e-05,1.49085849568947e-08
136,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,10,0,0,7.60047089774071e-08,4.32515306486548e-07,NA,0.75,0.75,99.9139237618111,100,1,29.5852319136253,97.7885566528156,99.912812209291,99.9139237618111,55.6188669502747,0.309183636564361,0.00017389412441217,7.60047089774071e-08
137,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,0,0,7.39229232170885e-09,4.20668608724495e-08,NA,0.75,0.75,99.913924805254,100,1,47.1747273764639,99.6238252248385,99.9137278192767,99.913924805254,36.523193252687,0.0386376355714571,1.69133926227815e-05,7.39229232170885e-09
138,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,2,0,0,1.1240379432504e-08,6.39649323273165e-08,NA,0.75,0.75,99.9139246975121,100,1,42.706051446641,99.4102540534345,99.9136292485759,99.9139246975121,42.4879223132837,0.0582006228829785,2.57177098476972e-05,1.1240379432504e-08
139,100,100,5,5,"rectangle",10000,"medium",1,1,120,4,2,0.5,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,5,0,0,1.43597052792656e-08,8.17158871870065e-08,NA,0.75,0.75,99.9139246087689,100,1,39.4460544316629,99.2162686372498,99.9135479539113,99.9139246087689,45.0022440862966,0.0732566053596401,3.28546020298655e-05,1.43597052792656e-08
