"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,19.5326273102771,21.3048350481088,0,0,NA,7813.05092411085
2,12.9285332749953,13.5872767923797,0,0,NA,5171.4133099981
3,12.0331353376912,12.8322272803038,0,0,NA,4813.25413507649
4,11.9447282781155,12.7608632424713,0,0,NA,4777.89131124619
5,11.9383727361259,12.7550787257727,0,0,NA,4775.34909445037
6,11.9387317464541,12.7551476481216,0,0,NA,4775.49269858165
7,11.9393298469447,12.7554880910732,0,0,NA,4775.73193877786
8,11.9396634665954,12.7557034254438,0,0,NA,4775.86538663815
9,11.9398982450554,12.7558933273297,0,0,NA,4775.95929802217
10,11.94008061148,12.755993827373,0,0,NA,4776.03224459199
11,1.2755993827373,1.2755993827373,0,0,NA,510.239753094919
