"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,20.1494698158299,80.9583566543853,66.6926922124006,81.6779089180541,8059.78792633195,26677.0768849602,22,0.146666666666667,1,102,0.68,50
2,0.00288128170939841,0.0189640473532459,77.7313919515467,81.7093181442334,1.15251268375936,31092.5567806187,0,0,NA,138,0.92,14
3,3.22190787045904e-07,2.12051574988701e-06,77.7337806743572,81.7065522154428,0.000128876314818361,31093.5122697429,0,0,NA,138,0.92,14
4,3.60273464747618e-11,2.37116517774477e-10,77.7335268100216,81.7059919926066,1.44109385899047e-08,31093.4107240087,0,0,NA,138,0.92,14
5,4.02841711293114e-15,2.65131623291353e-14,77.7318888537612,81.7046448396762,1.61136684517246e-12,31092.7555415045,0,0,NA,138,0.92,14
6,4.50481606280235e-19,2.96489912614824e-18,77.7356504942797,81.7105297910822,1.80192642512094e-16,31094.2601977119,0,0,NA,138,0.92,14
7,5.03719546964058e-23,3.31525358011048e-22,77.7354345748839,81.712865491099,2.01487818785623e-20,31094.1738299536,0,0,NA,138,0.92,14
8,5.63196034814256e-27,3.70665954254322e-26,77.7329731183584,81.7071564251468,2.25278413925702e-24,31093.1892473434,0,0,NA,138,0.92,14
9,6.29768964304809e-31,4.14487862001802e-30,77.732947305346,81.7095340305779,2.51907585721924e-28,31093.1789221384,0,0,NA,138,0.92,14
10,7.04282307556232e-35,4.6353467726412e-34,77.7323921410079,81.7084295377477,2.81712923022493e-32,31092.9568564031,0,0,NA,138,0.92,14
11,2.59256046308353e-38,2.59256046308353e-38,8.16988408317596,8.16988408317596,1.03702418523341e-35,3267.95363327038,0,0,NA,0,0,NA
