"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,2.27896842105263,0,0,NA
2,12.6733473684211,0,0,NA
3,30.2826947368421,0,0,NA
4,48.7996210526316,0,0,NA
5,62.2542315789474,39,0.52,24
6,69.2887157894737,56,0.746666666666667,19
7,72.1649263157895,59,0.786666666666667,18
8,72.9801684210526,60,0.8,17
9,73.1026736842105,60,0.8,17
10,73.6832631578947,60,0.8,17
11,8.024,0,0,NA
