"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,77.3069952651444,82.4433525902998,135,0.9,17,30922.7981060578
2,76.8270606752638,82.4602437281557,134,0.893333333333333,18,30730.8242701055
3,76.8179554739387,82.440154671306,134,0.893333333333333,18,30727.1821895755
4,76.8194687046458,82.4388114680709,134,0.893333333333333,18,30727.7874818583
5,76.8190041396768,82.4538368625035,134,0.893333333333333,18,30727.6016558707
6,76.8235744523567,82.4505973134107,134,0.893333333333333,18,30729.4297809427
7,76.817648579313,82.4425691780552,134,0.893333333333333,18,30727.0594317252
8,76.8151463805624,82.4513537601584,134,0.893333333333333,18,30726.058552225
9,76.8171093319309,82.4405315751813,134,0.893333333333333,18,30726.8437327724
10,76.8154432651476,82.4452696083465,134,0.893333333333333,18,30726.177306059
11,8.24314627751114,8.24314627751114,0,0,NA,3297.25851100445
