"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,11.0435526315789,0,0,NA
2,40.6034210526316,0,0,NA
3,62.9803947368421,39,0.52,26
4,73.3160526315789,60,0.8,17
5,75.0197368421053,61,0.813333333333333,16
6,74.1422368421053,60,0.8,17
7,73.8813157894737,59,0.786666666666667,18
8,73.883947368421,59,0.786666666666667,18
9,74.8972368421053,60,0.8,17
10,74.0177631578947,60,0.8,17
11,4.1,0,0,NA
