"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,78.0595447350358,82.4502029530584,134,0.893333333333333,18,31223.8178940143
2,76.8191445058359,82.4469389040631,134,0.893333333333333,18,30727.6578023344
3,76.8193037251922,82.4487772206358,134,0.893333333333333,18,30727.7214900769
4,76.8201792799767,82.4589981959318,134,0.893333333333333,18,30728.0717119907
5,76.8159020856561,82.4473220881115,134,0.893333333333333,18,30726.3608342624
6,76.8180317777052,82.4441928039212,134,0.893333333333333,18,30727.2127110821
7,76.8202826236762,82.4538569690676,134,0.893333333333333,18,30728.1130494705
8,76.8093278307991,82.4488616640002,134,0.893333333333333,18,30723.7311323196
9,76.8260940971627,82.4624590371763,134,0.893333333333333,18,30730.4376388651
10,76.817057831058,82.449095984767,134,0.893333333333333,18,30726.8231324232
11,8.24384368863906,8.24384368863906,0,0,NA,3297.53747545563
