"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,69.144945354857,79.6093418309522,123,0.82,29,27657.9781419428
2,75.0604509912261,80.5962232153556,133,0.886666666666667,19,30024.1803964904
3,75.0842290314015,80.5843380072399,133,0.886666666666667,19,30033.6916125606
4,75.0918594093838,80.5893157470694,133,0.886666666666667,19,30036.7437637535
5,75.0974961824007,80.6087592562387,133,0.886666666666667,19,30038.9984729603
6,75.0870278491625,80.5939548992365,133,0.886666666666667,19,30034.811139665
7,75.0911555279288,80.5915742366078,133,0.886666666666667,19,30036.4622111715
8,75.0935935806217,80.5990295499582,133,0.886666666666667,19,30037.4374322487
9,75.0978263350171,80.5942727066692,133,0.886666666666667,19,30039.1305340069
10,75.086817022668,80.5863262668864,133,0.886666666666667,19,30034.7268090672
11,8.05594890504668,8.05594890504668,0,0,NA,3222.37956201867
