"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,71.6627224536643,82.5396742100667,124,0.826666666666667,28,28665.0889814657
2,76.9490451288495,82.5516395520613,134,0.893333333333333,18,30779.6180515398
3,76.9526139422529,82.5471742045819,134,0.893333333333333,18,30781.0455769011
4,76.9477414862473,82.5502871970859,134,0.893333333333333,18,30779.0965944989
5,76.9545887594182,82.5500096349342,134,0.893333333333333,18,30781.8355037673
6,76.9540289379988,82.5452756382133,134,0.893333333333333,18,30781.6115751995
7,76.9492746984094,82.5421905670902,134,0.893333333333333,18,30779.7098793638
8,76.9534495123773,82.5487249498355,134,0.893333333333333,18,30781.3798049509
9,76.9562649891967,82.5517611485977,134,0.893333333333333,18,30782.5059956787
10,76.9545612252907,82.5478656366491,134,0.893333333333333,18,30781.8244901163
11,8.25263949100272,8.25263949100272,0,0,NA,3301.05579640109
