"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,82.2678118049977,85,151,1.00666666666667,1,32907.1247219991
2,76.1683215360002,81.8644787845546,133,0.886666666666667,19,30467.3286144001
3,76.1552412851359,81.8629418262241,133,0.886666666666667,19,30462.0965140544
4,76.1544779943528,81.8780869727352,133,0.886666666666667,19,30461.7911977411
5,76.1532321276834,81.8603336874716,133,0.886666666666667,19,30461.2928510734
6,76.1490369520741,81.8600251241193,133,0.886666666666667,19,30459.6147808297
7,76.1523415688514,81.8688493875975,133,0.886666666666667,19,30460.9366275405
8,76.152242076511,81.8627327788153,133,0.886666666666667,19,30460.8968306044
9,76.1534213693446,81.8529331405455,133,0.886666666666667,19,30461.3685477378
10,76.1494205002098,81.8617776657294,133,0.886666666666667,19,30459.7682000839
11,8.18477112684954,8.18477112684954,0,0,NA,3273.90845073982
