"year","avgFP","daysFP","propdaysFP","firstdayFP"
1,18.5809687134464,0,0,NA
2,34.3218462913462,0,0,NA
3,51.8443166668367,30,0.3,72
4,65.6746518286156,55,0.55,47
5,74.717496302058,64,0.64,38
6,80.6538027494026,68,0.68,34
7,88.5540610651241,72,0.72,30
8,94.5113490323317,75,0.75,27
9,99.6232349936412,77,0.77,25
10,101.411191884889,77,0.77,25
11,14.4249682802546,0,0,NA
