"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,2.92094780293338,18.0242444765903,73.2764724475224,81.7026910569334,1168.37912117335,29310.588979009,0,0,NA,129,0.86,23
2,0.00101128815823014,0.00659179447848879,77.7335026044026,81.7071510971129,0.404515263292054,31093.401041761,0,0,NA,138,0.92,14
3,2.75182646815945e-07,1.793682379023e-06,77.7335474927165,81.7096501927236,0.000110073058726378,31093.4189970866,0,0,NA,138,0.92,14
4,7.48748462267996e-11,4.88041358083828e-10,77.732046371452,81.704414079259,2.99499384907199e-08,31092.8185485808,0,0,NA,138,0.92,14
5,2.03769410559596e-14,1.32822810428594e-13,77.7339394168767,81.7080566780518,8.15077642238385e-12,31093.5757667507,0,0,NA,138,0.92,14
6,5.54600704370145e-18,3.61507852786635e-17,77.7329098980998,81.7081163008379,2.21840281748058e-15,31093.1639592399,0,0,NA,138,0.92,14
7,1.50915450577738e-21,9.83689317456899e-21,77.7338879676066,81.7080618206762,6.03661802310953e-19,31093.5551870426,0,0,NA,138,0.92,14
8,4.10654451483009e-25,2.6767094281983e-24,77.7332236643576,81.7067333870789,1.64261780593203e-22,31093.2894657431,0,0,NA,138,0.92,14
9,1.11739497315517e-28,7.28332221314606e-28,77.734612488414,81.7063365077077,4.46957989262069e-26,31093.8449953656,0,0,NA,138,0.92,14
10,3.04042070739998e-32,1.98178395893217e-31,77.7334925421776,81.7090259996517,1.21616828295999e-29,31093.397016871,0,0,NA,138,0.92,14
11,1.22816227850927e-35,1.22816227850927e-35,8.16955679184164,8.16955679184164,4.91264911403707e-33,3267.82271673665,0,0,NA,0,0,NA
