"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,79.1572825088317,88.8231542996234,67.6254271675165,99,31662.9130035327,27050.1708670066,128,0.853333333333333,24,29,0.193333333333333,1
2,30.143795010049,86.8852982879059,69.4186289859793,81.6328737963794,12057.5180040196,27767.4515943917,33,0.22,11,98,0.653333333333333,54
3,0.26292466695035,1.62438444100061,77.6702732026407,81.7059368780527,105.16986678014,31068.1092810563,0,0,NA,138,0.92,14
4,0.00129618389161646,0.0080553455694121,77.7328623914522,81.7060688969364,0.518473556646586,31093.1449565809,0,0,NA,138,0.92,14
5,6.36854637028228e-06,3.95780740782247e-05,77.73339238592,81.7073206411252,0.00254741854811291,31093.356954368,0,0,NA,138,0.92,14
6,3.12887705333821e-08,1.94451129143281e-07,77.7336112016825,81.7076871574686,1.25155082133528e-05,31093.444480673,0,0,NA,138,0.92,14
7,1.53716135873427e-10,9.55335903948072e-10,77.7335194140969,81.706549843523,6.14864543493707e-08,31093.4077656387,0,0,NA,138,0.92,14
8,7.55295038498624e-13,4.69389144636079e-12,77.7350616675263,81.7130635419986,3.0211801539945e-10,31094.0246670105,0,0,NA,138,0.92,14
9,3.7115452761143e-15,2.30647477856031e-14,77.734959264569,81.7125095397956,1.48461811044572e-12,31093.9837058276,0,0,NA,138,0.92,14
10,1.82364262206342e-17,1.13331872740891e-16,77.73532081885,81.7086021418064,7.29457048825368e-15,31094.12832754,0,0,NA,138,0.92,14
11,1.06435047792767e-20,1.06435047792767e-20,8.16960496711457,8.16960496711457,4.25740191171069e-18,3267.84198684583,0,0,NA,0,0,NA
