"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,82.1382553804435,88.2548295175008,38.3925609962425,43.5562659331693,32855.3021521774,15357.024398497,134,0.893333333333333,18,0,0,NA
2,80.2799765158712,87.8178947912652,37.3762955565896,46.1095592146163,32111.9906063485,14950.5182226358,141,0.94,11,0,0,NA
3,80.1652620989893,87.7286207715871,37.8913582182678,45.9947463639161,32066.1048395957,15156.5432873071,141,0.94,11,0,0,NA
4,80.1763192691162,87.7342910371305,37.8675128817347,46.0017392261902,32070.5277076465,15147.0051526939,141,0.94,11,0,0,NA
5,80.1795270839128,87.737858258978,37.8635505080132,45.9949624315499,32071.8108335651,15145.4202032053,141,0.94,11,0,0,NA
6,80.1750539179411,87.7348089836786,37.8670799758775,45.9956340320734,32070.0215671764,15146.831990351,141,0.94,11,0,0,NA
7,80.1732831340005,87.7342834655058,37.8662668348465,46.0060650498021,32069.3132536002,15146.5067339386,141,0.94,11,0,0,NA
8,80.1695817030792,87.7462818484529,37.8715232051644,46.0100848051983,32067.8326812317,15148.6092820658,141,0.94,11,0,0,NA
9,80.1774863815259,87.7447614313229,37.8694804361918,46.000764233174,32070.9945526103,15147.7921744767,141,0.94,11,0,0,NA
10,80.1695383484307,87.7472662513542,37.8699179386228,46.0023117909866,32067.8153393723,15147.9671754491,141,0.94,11,0,0,NA
11,8.01919643007055,8.01919643007055,4.60023117909866,4.60023117909866,3207.67857202822,1840.09247163946,0,0,NA,0,0,NA
