"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,85.8783280755614,88.6171812293074,63.0369367792227,65.6709154603194,34351.3312302246,25214.7747116891,141,0.94,11,0,0,NA
2,30.1468705440708,86.8677403129393,69.4229961677556,81.6242629834192,12058.7482176283,27769.1984671022,33,0.22,11,98,0.653333333333333,54
3,0.263118501445686,1.62583623844978,77.6700701317117,81.7069318366665,105.247400578274,31068.0280526847,0,0,NA,138,0.92,14
4,0.00129715600308808,0.00806108203540012,77.7342745647572,81.7073754646776,0.518862401235231,31093.7098259029,0,0,NA,138,0.92,14
5,6.37352463889958e-06,3.96090411979586e-05,77.7334142430837,81.7097915495887,0.00254940985555983,31093.3656972335,0,0,NA,138,0.92,14
6,3.13174395917457e-08,1.94632119456772e-07,77.7335189056343,81.707094434493,1.25269758366983e-05,31093.4075622537,0,0,NA,138,0.92,14
7,1.53877848250654e-10,9.56333403522455e-10,77.7343161217624,81.7072355426391,6.15511393002614e-08,31093.726448705,0,0,NA,138,0.92,14
8,7.56015212427421e-13,4.69826952816745e-12,77.7322204492207,81.7054309411023,3.02406084970968e-10,31092.8881796883,0,0,NA,138,0.92,14
9,3.71455399477235e-15,2.30832479226457e-14,77.732953633737,81.7080349433678,1.48582159790894e-12,31093.1814534948,0,0,NA,138,0.92,14
10,1.82486911229567e-17,1.13415056518203e-16,77.7329482351765,81.7086749932815,7.29947644918268e-15,31093.1792940706,0,0,NA,138,0.92,14
11,1.06503210267082e-20,1.06503210267082e-20,8.16996538737536,8.16996538737536,4.26012841068326e-18,3267.98615495015,0,0,NA,0,0,NA
