"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,20.827367132704,84.3605165306196,68.6827662613658,81.6483315782034,8330.94685308159,27473.1065045463,18,0.12,17,107,0.713333333333333,45
2,0.151560548768624,0.939032137286146,77.6975589463807,81.708826475362,60.6242195074498,31079.0235785523,0,0,NA,138,0.92,14
3,0.000746003617764296,0.00463605747935179,77.7321691387401,81.7079954145929,0.298401447105718,31092.867655496,0,0,NA,138,0.92,14
4,3.66593472852731e-06,2.27806623482499e-05,77.7338627972865,81.70772167322,0.00146637389141092,31093.5451189146,0,0,NA,138,0.92,14
5,1.80144415499371e-08,1.11946889166093e-07,77.7346164161266,81.7103362847581,7.20577661997482e-06,31093.8465664506,0,0,NA,138,0.92,14
6,8.85261009868544e-11,5.50142957875106e-10,77.7354024135414,81.7097450335474,3.54104403947418e-08,31094.1609654166,0,0,NA,138,0.92,14
7,4.34918593499575e-13,2.70300659305554e-12,77.7330179634821,81.7098415296401,1.7396743739983e-10,31093.2071853928,0,0,NA,138,0.92,14
8,2.13659548420903e-15,1.32786340143846e-14,77.7321534103392,81.7039761299522,8.54638193683612e-13,31092.8613641357,0,0,NA,138,0.92,14
9,1.04986707801242e-17,6.52443266464074e-17,77.7339696088833,81.7103263556377,4.19946831204967e-15,31093.5878435533,0,0,NA,138,0.92,14
10,5.15872171370248e-20,3.20594994569187e-19,77.7324244367243,81.7129985396495,2.06348868548099e-17,31092.9697746897,0,0,NA,138,0.92,14
11,3.01085910647379e-23,3.01085910647379e-23,8.17020060716271,8.17020060716271,1.20434364258951e-20,3268.08024286508,0,0,NA,0,0,NA
