"year","avgFPcover","maxFPcover","avgSAVcover","maxSAVcover","avgFPbiomass","avgSAVbiomass","numb_daysFP","prop_daysFP","firstdayFP","numb_daysSAV","prop_daysSAV","firstdaySAV"
1,80.6590693389495,99,32.4743312955408,99,32263.6277355798,12989.7325182163,151,1.00666666666667,1,8,0.0533333333333333,1
2,3.17826008250721,18.1879963913106,53.3944878877978,64.24902134661,1271.30403300288,21357.7951551191,0,0,NA,0,0,NA
3,0.000277379431056917,0.00186470846351568,59.7115365390365,64.2633918968335,0.110951772422767,23884.6146156146,0,0,NA,0,0,NA
4,2.14132065051469e-08,1.43951358062584e-07,59.711714689763,64.2624851346122,8.56528260205874e-06,23884.6858759052,0,0,NA,0,0,NA
5,1.65304808815465e-12,1.11126958056069e-11,59.7119302938558,64.2626133740032,6.6121923526186e-10,23884.7721175423,0,0,NA,0,0,NA
6,1.27612733215514e-16,8.5788386552532e-16,59.7117977747999,64.2621042187524,5.10450932862056e-14,23884.71910992,0,0,NA,0,0,NA
7,9.8514098878097e-21,6.62265829479057e-20,59.7123542548378,64.2640312005561,3.94056395512388e-18,23884.9417019351,0,0,NA,0,0,NA
8,7.60503687687703e-25,5.11252187178038e-24,59.7124385421999,64.2634172124224,3.04201475075081e-22,23884.97541688,0,0,NA,0,0,NA
9,5.87089070328928e-29,3.94673378481346e-28,59.7125128067405,64.2631830864473,2.34835628131571e-26,23885.0051226962,0,0,NA,0,0,NA
10,4.53222544774414e-33,3.04681366721567e-32,59.7121940721559,64.262946210767,1.81289017909766e-30,23884.8776288624,0,0,NA,0,0,NA
11,1.61888544601933e-36,1.61888544601933e-36,6.42612773280777,6.42612773280777,6.47554178407731e-34,2570.45109312311,0,0,NA,0,0,NA
