"year","avgFPcover","maxFPcover","numb_daysFP","prop_daysFP","firstdayFP","avgFPbiomass"
1,77.2755698282633,100,137,0.913333333333333,1,30910.2279313053
2,70.0442426927752,76.5657458630596,126,0.84,26,28017.6970771101
3,69.9399469660227,76.5581511994251,126,0.84,26,27975.9787864091
4,69.9344506949741,76.5633227609047,126,0.84,26,27973.7802779897
5,69.9281806055614,76.547234493243,126,0.84,26,27971.2722422245
6,69.9369334921263,76.5526145281689,126,0.84,26,27974.7733968505
7,69.9390615242991,76.5692381200955,126,0.84,26,27975.6246097197
8,69.9330713072729,76.5483564583528,126,0.84,26,27973.2285229092
9,69.927359213127,76.5511152686666,126,0.84,26,27970.9436852508
10,69.9326345917306,76.5487105448716,126,0.84,26,27973.0538366922
11,7.65342147057986,7.65342147057986,0,0,NA,3061.36858823195
